HCPCS,Mod,Mod2,CATG,TX (NR),TX (R),Description
L2397,,,PO,134.68,0,Suspension sleeve lower ext
L2405,,,PO,107.73,0,Knee joint drop lock ea jnt
L2415,,,PO,150.07,0,Knee joint cam lock each joi
L2425,,,PO,177.11,0,Knee disc/dial lock/adj flex
L2430,,,PO,177.11,0,Knee jnt ratchet lock ea jnt
L2492,,,PO,130.79,0,Knee lift loop drop lock rin
L2500,,,PO,422.73,0,Thi/glut/ischia wgt bearing
L2510,,,PO,958.79,0,Th/wght bear quad-lat brim m
L2520,,,PO,605.28,0,Th/wght bear quad-lat brim c
L2525,,,PO,1400.77,0,Th/wght bear nar m-l brim mo
L2526,,,PO,787.09,0,Th/wght bear nar m-l brim cu
L2530,,,PO,272.2,0,Thigh/wght bear lacer non-mo
L2540,,,PO,516.79,0,Thigh/wght bear lacer molded
L2550,,,PO,330.04,0,Thigh/wght bear high roll cu
L2570,,,PO,729.78,0,Hip clevis type 2 posit jnt
L2580,,,PO,533.32,0,Pelvic control pelvic sling
L2600,,,PO,314.68,0,Hip clevis/thrust bearing fr
L2610,,,PO,372.09,0,Hip clevis/thrust bearing lo
L2620,,,PO,359.52,0,Pelvic control hip heavy dut
L2622,,,PO,469.85,0,Hip joint adjustable flexion
L2624,,,PO,408.59,0,Hip adj flex ext abduct cont
L2627,,,PO,1969.94,0,Plastic mold recipro hip & c
L2628,,,PO,1925.23,0,Metal frame recipro hip & ca
L2630,,,PO,336.48,0,Pelvic control band & belt u
L2640,,,PO,442.33,0,Pelvic control band & belt b
L2650,,,PO,166.13,0,Pelv & thor control gluteal
L2660,,,PO,258.68,0,Thoracic control thoracic ba
L2670,,,PO,261.36,0,Thorac cont paraspinal uprig
L2680,,,PO,239.76,0,Thorac cont lat support upri
L2750,,,PO,126.3,0,Plating chrome/nickel pr bar
L2755,,,PO,161.48,0,Carbon graphite lamination
L2760,,,PO,93.09,0,Extension per extension per
L2768,,,PO,160.94,0,Ortho sidebar disconnect
L2780,,,PO,77.77,0,Non-corrosive finish
L2785,,,PO,36.42,0,Drop lock retainer each
L2795,,,PO,112.56,0,Knee control full kneecap
L2800,,,PO,122.57,0,Knee cap medial or lateral p
L2810,,,PO,99.9,0,Knee control condylar pad
L2820,,,PO,99.79,0,Soft interface below knee se
L2830,,,PO,107.96,0,Soft interface above knee se
L2840,,,PO,66.94,0,Tibial length sock fx or equ
L2850,,,PO,76.56,0,Femoral lgth sock fx or equa
L3000,,,PO,388.12,0,Ft insert ucb berkeley shell
L3001,,,PO,163.39,0,Foot insert remov molded spe
L3002,,,PO,199.51,0,Foot insert plastazote or eq
L3003,,,PO,215.28,0,Foot insert silicone gel eac
L3010,,,PO,215.28,0,Foot longitudinal arch suppo
L3020,,,PO,245.12,0,Foot longitud/metatarsal sup
L3030,,,PO,94.3,0,Foot arch support remov prem
L3031,,,PO,151.31,0,Foot lamin/prepreg composite
L3040,,,PO,58.14,0,Ft arch suprt premold longit
L3050,,,PO,58.14,0,Foot arch supp premold metat
L3060,,,PO,91.13,0,Foot arch supp longitud/meta
L3070,,,PO,39.27,0,Arch suprt att to sho longit
L3080,,,PO,39.27,0,Arch supp att to shoe metata
L3090,,,PO,50.31,0,Arch supp att to shoe long/m
L3100,,,PO,53.41,0,Hallus-valgus nt dyn pre ots
L3140,,,PO,110.03,0,Abduction rotation bar shoe
L3150,,,PO,100.56,0,Abduct rotation bar w/o shoe
L3170,,,PO,62.84,0,Foot plas heel stabi pre ots
L3224,,,PO,67.57,0,Woman's shoe oxford brace
L3225,,,PO,79.22,0,Man's shoe oxford brace
L3300,,,PO,64.41,0,Sho lift taper to metatarsal
L3310,,,PO,100.56,0,Shoe lift elev heel/sole neo
L3330,,,PO,699.23,0,Lifts elevation metal extens
L3332,,,PO,91.13,0,Shoe lifts tapered to one-ha
L3334,,,PO,47.13,0,Shoe lifts elevation heel /i
L3340,,,PO,105.25,0,Shoe wedge sach
L3350,,,PO,28.26,0,Shoe heel wedge
L3360,,,PO,44,0,Shoe sole wedge outside sole
L3370,,,PO,61.28,0,Shoe sole wedge between sole
L3380,,,PO,61.28,0,Shoe clubfoot wedge
L3390,,,PO,61.28,0,Shoe outflare wedge
L3400,,,PO,50.31,0,Shoe metatarsal bar wedge ro
L3410,,,PO,114.74,0,Shoe metatarsal bar between
L3420,,,PO,67.55,0,Full sole/heel wedge btween
L3430,,,PO,197.99,0,Sho heel count plast reinfor
L3440,,,PO,94.3,0,Heel leather reinforced
L3450,,,PO,130.4,0,Shoe heel sach cushion type
L3455,,,PO,50.31,0,Shoe heel new leather standa
L3460,,,PO,42.41,0,Shoe heel new rubber standar
L3465,,,PO,72.28,0,Shoe heel thomas with wedge
L3470,,,PO,76.99,0,Shoe heel thomas extend to b
L3480,,,PO,76.99,0,Shoe heel pad & depress for
L3500,,,PO,36.18,0,Ortho shoe add leather insol
L3510,,,PO,36.18,0,Orthopedic shoe add rub insl
L3520,,,PO,39.27,0,O shoe add felt w leath insl
L3530,,,PO,39.27,0,Ortho shoe add half sole
L3540,,,PO,62.84,0,Ortho shoe add full sole
L3550,,,PO,11.02,0,O shoe add standard toe tap
L3560,,,PO,28.26,0,O shoe add horseshoe toe tap
L3570,,,PO,105.25,0,O shoe add instep extension
L3580,,,PO,80.14,0,O shoe add instep velcro clo
L3590,,,PO,66.01,0,O shoe convert to sof counte
L3595,,,PO,51.84,0,Ortho shoe add march bar
L3600,,,PO,94.3,0,Trans shoe calip plate exist
L3610,,,PO,124.12,0,Trans shoe caliper plate new
L3620,,,PO,94.3,0,Trans shoe solid stirrup exi
L3630,,,PO,124.12,0,Trans shoe solid stirrup new
L3640,,,PO,53.41,0,Shoe dennis browne splint bo
L3650,,,PO,73.08,0,So 8 abd restraint pre ots
L3660,,,PO,115.57,0,So 8 ab rstr can/web pre ots
L3670,,,PO,132.02,0,So acro/clav can web pre ots
L3671,,,PO,1013.18,0,So cap design w/o jnts cf
L3674,,,PO,1329.12,0,So airplane w/wo joint cf
L3675,,,PO,197.33,0,So vest canvas/web pre ots
L3702,,,PO,324.71,0,Eo w/o joints cf
L3710,,,PO,167.05,0,Eo elas w/metal jnts pre ots
L3720,,,PO,853.15,0,Forearm/arm cuffs free motio
L3730,,,PO,1247.88,0,Forearm/arm cuffs ext/flex a
L3740,,,PO,1602.37,0,Cuffs adj lock w/ active con
L3760,,,PO,562.31,0,Eo adj jt prefab custom fit
L3761,,,PO,562.31,0,"Eo, adj lock joint prefab ot"
L3762,,,PO,120.93,0,Eo rigid w/o joints pre ots
L3763,,,PO,787.21,0,Ewho rigid w/o jnts cf
L3764,,,PO,855.35,0,Ewho w/joint(s) cf
L3765,,,PO,1441.77,0,Ewhfo rigid w/o jnts cf
L3766,,,PO,1526.74,0,Ewhfo w/joint(s) cf
L3806,,,PO,510.77,0,Whfo w/joint(s) custom fab
L3807,,,PO,281.17,0,Whfo w/o joints pre cst
L3808,,,PO,375.75,0,"Whfo, rigid w/o joints"
L3809,,,PO,281.17,0,Whfo w/o joints pre ots
L3900,,,PO,1469.84,0,Hinge extension/flex wrist/f
L3901,,,PO,1807.05,0,Hinge ext/flex wrist finger
L3904,,,PO,3292.96,0,Whfo electric custom fitted
L3905,,,PO,1115.05,0,Who w/nontorsion jnt(s) cf
L3906,,,PO,444.32,0,Who w/o joints cf
L3908,,,PO,67.37,0,Who cock-up nonmolde pre ots
L3912,,,PO,140.19,0,Hfo flexion glove pre ots
L3913,,,PO,304.55,0,Hfo w/o joints cf
L3915,,,PO,597.72,0,Who nontorsion jnts pre cst
L3916,,,PO,597.72,0,Who nontorsion jnts pre ots
L3917,,,PO,118.75,0,Metacarp fx orthosis pre cst
L3918,,,PO,118.75,0,Metacarp fx orthosis pre ots
L3919,,,PO,304.55,0,Ho w/o joints cf
L3921,,,PO,361.14,0,Hfo w/joint(s) cf
L3923,,,PO,97.81,0,Hfo without joints pre cst
L3924,,,PO,97.81,0,Hfo without joints pre ots
L3925,,,PO,60.42,0,Fo pip dip jnt/sprng pre ots
L3927,,,PO,39.34,0,Fo pip dip no jt spr pre ots
L3929,,,PO,103.43,0,Hfo nontorsion jnts pre cst
L3930,,,PO,103.43,0,Hfo nontorsion jnts pre ots
L3931,,,PO,230.98,0,Whfo nontorsion joint prefab
L3933,,,PO,239.91,0,Fo w/o joints cf
L3935,,,PO,248.46,0,Fo nontorsion joint cf
L3956,,,PO,0,0,Add joint upper ext orthosis
L3960,,,PO,1007.62,0,Sewho airplan desig abdu pos
L3961,,,PO,1889.14,0,Sewho cap design w/o jnts cf
L3962,,,PO,806.8,0,Sewho erbs palsey design abd
L3967,,,PO,2230.51,0,Sewho airplane w/o jnts cf
L3971,,,PO,2117.21,0,Sewho cap design w/jnt(s) cf
L3973,,,PO,2230.51,0,Sewho airplane w/jnt(s) cf
L3975,,,PO,1889.14,0,Sewhfo cap design w/o jnt cf
L3976,,,PO,1889.14,0,Sewhfo airplane w/o jnts cf
L3977,,,PO,2117.21,0,Sewhfo cap desgn w/jnt(s) cf
L3978,,,PO,2230.51,0,Sewhfo airplane w/jnt(s) cf
L3980,,,PO,413.94,0,Up ext fx orthos humeral nos
L3981,,,PO,1131.82,0,Ue fx orth shoul cap forearm
L3982,,,PO,467.12,0,Upper ext fx orthosis rad/ul
L3984,,,PO,406.39,0,Upper ext fx orthosis wrist
L3995,,,PO,47.94,0,Sock fracture or equal each
L4000,,,PO,1548.39,0,Repl girdle milwaukee orth
L4002,,,PO,0,0,"Replace strap, any orthosis"
L4010,,,PO,791.32,0,Replace trilateral socket br
L4020,,,PO,1157.21,0,Replace quadlat socket brim
L4030,,,PO,756.75,0,Replace socket brim cust fit
L4040,,,PO,493.23,0,Replace molded thigh lacer
L4045,,,PO,376.94,0,Replace non-molded thigh lac
L4050,,,PO,474.4,0,Replace molded calf lacer
L4055,,,PO,312.94,0,Replace non-molded calf lace
L4060,,,PO,365.19,0,Replace high roll cuff
L4070,,,PO,407.08,0,Replace prox & dist upright
L4080,,,PO,116.23,0,Repl met band kafo-afo prox
L4090,,,PO,131.28,0,Repl met band kafo-afo calf/
L4100,,,PO,134.81,0,Repl leath cuff kafo prox th
L4110,,,PO,107.83,0,Repl leath cuff kafo-afo cal
L4130,,,PO,664.47,0,Replace pretibial shell
L4205,,,LT,29.95,0,Ortho dvc repair per 15 min
L4350,,,PO,105.64,0,Ankle control ortho pre ots
L4360,,,PO,318.18,0,Pneumat walking boot pre cst
L4361,,,PO,318.18,0,Pneuma/vac walk boot pre ots
L4370,,,PO,216.94,0,Pneum full leg splnt pre ots
L4386,,,PO,195.88,0,Non-pneum walk boot pre cst
L4387,,,PO,195.88,0,Non-pneum walk boot pre ots
L4392,,,PO,29.1,0,Replace afo soft interface
L4394,,,PO,21.24,0,Replace foot drop spint
L4396,,,PO,207.4,0,Static or dynami afo pre cst
L4397,,,PO,207.4,0,Static or dynami afo pre ots
L4398,,,PO,95.45,0,Foot drop splint pre ots
L4631,,,PO,1827.5,0,"Afo, walk boot type, cus fab"
L5000,,,PO,824.75,0,Sho insert w arch toe filler
L5010,,,PO,1872.71,0,Mold socket ank hgt w/ toe f
L5020,,,PO,2813.27,0,Tibial tubercle hgt w/ toe f
L5050,,,PO,3541.48,0,Ank symes mold sckt sach ft
L5060,,,PO,4001.69,0,Symes met fr leath socket ar
L5100,,,PO,3480.09,0,Molded socket shin sach foot
L5105,,,PO,4252.97,0,Plast socket jts/thgh lacer
L5150,,,PO,5069.47,0,Mold sckt ext knee shin sach
L5160,,,PO,5333.68,0,Mold socket bent knee shin s
L5200,,,PO,4635.37,0,Kne sing axis fric shin sach
L5210,,,PO,3426.3,0,No knee/ankle joints w/ ft b
L5220,,,PO,4304.46,0,No knee joint with artic ali
L5230,,,PO,5101.97,0,Fem focal defic constant fri
L5250,,,PO,6907.11,0,Hip canad sing axi cons fric
L5270,,,PO,6563.13,0,Tilt table locking hip sing
L5280,,,PO,7144.39,0,Hemipelvect canad sing axis
L5301,,,PO,3376.36,0,Bk mold socket sach ft endo
L5312,,,PO,4506.48,0,"Knee disart, sach ft, endo"
L5321,,,PO,4710.53,0,Ak open end sach
L5331,,,PO,7091.52,0,Hip disart canadian sach ft
L5341,,,PO,7400.44,0,Hemipelvectomy canadian sach
L5400,,,PO,1745.96,0,Postop dress & 1 cast chg bk
L5410,,,PO,682.01,0,Postop dsg bk ea add cast ch
L5420,,,PO,2235.96,0,Postop dsg & 1 cast chg ak/d
L5430,,,PO,821.42,0,Postop dsg ak ea add cast ch
L5450,,,PO,665.02,0,Postop app non-wgt bear dsg
L5460,,,PO,890.08,0,Postop app non-wgt bear dsg
L5500,,,PO,1756.84,0,Init bk ptb plaster direct
L5505,,,PO,2839.14,0,Init ak ischal plstr direct
L5510,,,PO,2088.64,0,Prep bk ptb plaster molded
L5520,,,PO,2347.37,0,Perp bk ptb thermopls direct
L5530,,,PO,2425.89,0,Prep bk ptb thermopls molded
L5535,,,PO,2430.65,0,Prep bk ptb open end socket
L5540,,,PO,2606.1,0,Prep bk ptb laminated socket
L5560,,,PO,3134.29,0,Prep ak ischial plast molded
L5570,,,PO,3094.56,0,Prep ak ischial direct form
L5580,,,PO,3455.29,0,Prep ak ischial thermo mold
L5585,,,PO,3466.68,0,Prep ak ischial open end
L5590,,,PO,3391.89,0,Prep ak ischial laminated
L5595,,,PO,4929.43,0,Hip disartic sach thermopls
L5600,,,PO,5443.57,0,Hip disart sach laminat mold
L5610,,,PO,2937.63,0,Above knee hydracadence
L5611,,,PO,1972.47,0,Ak 4 bar link w/fric swing
L5613,,,PO,3038.19,0,Ak 4 bar ling w/hydraul swig
L5614,,,PO,2088.9,0,4-bar link above knee w/swng
L5615,,,PO,6796.2,0,Ak 4 bar link hydl swg/stanc
L5616,,,PO,2216.96,0,Ak univ multiplex sys frict
L5617,,,PO,692.6,0,Ak/bk self-aligning unit ea
L5618,,,PO,369.85,0,Test socket symes
L5620,,,PO,453.81,0,Test socket below knee
L5622,,,PO,591.76,0,Test socket knee disarticula
L5624,,,PO,593.44,0,Test socket above knee
L5626,,,PO,651.69,0,Test socket hip disarticulat
L5628,,,PO,703.32,0,Test socket hemipelvectomy
L5629,,,PO,518.74,0,Below knee acrylic socket
L5630,,,PO,633.26,0,Syme typ expandabl wall sckt
L5631,,,PO,717.21,0,Ak/knee disartic acrylic soc
L5632,,,PO,271.83,0,Symes type ptb brim design s
L5634,,,PO,372.4,0,Symes type poster opening so
L5636,,,PO,311.94,0,Symes type medial opening so
L5637,,,PO,471.56,0,Below knee total contact
L5638,,,PO,617.95,0,Below knee leather socket
L5639,,,PO,1372.6,0,Below knee wood socket
L5640,,,PO,782.83,0,Knee disarticulat leather so
L5642,,,PO,782.3,0,Above knee leather socket
L5643,,,PO,2049.39,0,Hip flex inner socket ext fr
L5644,,,PO,862.59,0,Above knee wood socket
L5645,,,PO,978.8,0,Bk flex inner socket ext fra
L5646,,,PO,870.73,0,Below knee cushion socket
L5647,,,PO,973.84,0,Below knee suction socket
L5648,,,PO,949.75,0,Above knee cushion socket
L5649,,,PO,2974.58,0,Isch containmt/narrow m-l so
L5650,,,PO,701.34,0,Tot contact ak/knee disart s
L5651,,,PO,1960.29,0,Ak flex inner socket ext fra
L5652,,,PO,622.71,0,Suction susp ak/knee disart
L5653,,,PO,729.34,0,Knee disart expand wall sock
L5654,,,PO,482.61,0,Socket insert symes
L5655,,,PO,375.45,0,Socket insert below knee
L5656,,,PO,465.36,0,Socket insert knee articulat
L5658,,,PO,445.13,0,Socket insert above knee
L5661,,,PO,745.01,0,Multi-durometer symes
L5665,,,PO,669.92,0,Multi-durometer below knee
L5666,,,PO,114.26,0,Below knee cuff suspension
L5668,,,PO,164.84,0,Bk molded distal cushion
L5670,,,PO,442.94,0,Bk molded supracondylar susp
L5671,,,PO,703.88,0,Bk/ak locking mechanism
L5672,,,PO,365.06,0,Bk removable medial brim sus
L5673,,,PO,896.9,0,Socket insert w lock mech
L5676,,,PO,577.76,0,Bk knee joints single axis p
L5677,,,PO,804.82,0,Bk knee joints polycentric p
L5678,,,PO,64.81,0,Bk joint covers pair
L5679,,,PO,747.37,0,Socket insert w/o lock mech
L5680,,,PO,399.64,0,Bk thigh lacer non-molded
L5681,,,PO,1628.34,0,Intl custm cong/latyp insert
L5682,,,PO,781.15,0,Bk thigh lacer glut/ischia m
L5683,,,PO,1628.34,0,Initial custom socket insert
L5684,,,PO,65.9,0,Bk fork strap
L5685,,,PO,158.53,0,Below knee sus/seal sleeve
L5686,,,PO,66.14,0,Bk back check
L5688,,,PO,94.01,0,Bk waist belt webbing
L5690,,,PO,132.07,0,Bk waist belt padded and lin
L5692,,,PO,216.9,0,Ak pelvic control belt light
L5694,,,PO,296.13,0,Ak pelvic control belt pad/l
L5695,,,PO,266.2,0,Ak sleeve susp neoprene/equa
L5696,,,PO,271.74,0,Ak/knee disartic pelvic join
L5697,,,PO,98.28,0,Ak/knee disartic pelvic band
L5698,,,PO,146.51,0,Ak/knee disartic silesian ba
L5699,,,PO,228.26,0,Shoulder harness
L5700,,,PO,3507.38,0,Replace socket below knee
L5701,,,PO,4212.11,0,Replace socket above knee
L5702,,,PO,5328.96,0,Replace socket hip
L5703,,,PO,3262.87,0,Symes ankle w/o (sach) foot
L5704,,,PO,656.17,0,Custom shape cover bk
L5705,,,PO,1172.4,0,Custom shape cover ak
L5706,,,PO,1149.3,0,Custom shape cvr knee disart
L5707,,,PO,1515.21,0,Custom shape cvr hip disart
L5710,,,PO,523.99,0,Kne-shin exo sng axi mnl loc
L5711,,,PO,663.71,0,Knee-shin exo mnl lock ultra
L5712,,,PO,695.57,0,Knee-shin exo frict swg & st
L5714,,,PO,587.64,0,Knee-shin exo variable frict
L5716,,,PO,1038.73,0,Knee-shin exo mech stance ph
L5718,,,PO,1145.99,0,Knee-shin exo frct swg & sta
L5722,,,PO,1114.06,0,Knee-shin pneum swg frct exo
L5724,,,PO,2463.86,0,Knee-shin exo fluid swing ph
L5726,,,PO,2839.54,0,Knee-shin ext jnts fld swg e
L5728,,,PO,3033.7,0,Knee-shin fluid swg & stance
L5780,,,PO,1614.94,0,Knee-shin pneum/hydra pneum
L5781,,,PO,4953.14,0,Lower limb pros vacuum pump
L5782,,,PO,5221.68,0,Hd low limb pros vacuum pump
L5783,,,PO,3150.07,0,Add low ext mec limb vol lam
L5785,,,PO,709.19,0,Exoskeletal bk ultralt mater
L5790,,,PO,1173.68,0,Exoskeletal ak ultra-light m
L5795,,,PO,1752.61,0,Exoskel hip ultra-light mate
L5810,,,PO,658.08,0,Endoskel knee-shin mnl lock
L5811,,,PO,974.83,0,Endo knee-shin mnl lck ultra
L5812,,,PO,737.66,0,Endo knee-shin frct swg & st
L5814,,,PO,4597.46,0,Endo knee-shin hydral swg ph
L5816,,,PO,1186.56,0,Endo knee-shin polyc mch sta
L5818,,,PO,1189.74,0,Endo knee-shin frct swg & st
L5822,,,PO,2084.77,0,Endo knee-shin pneum swg frc
L5824,,,PO,2236.51,0,Endo knee-shin fluid swing p
L5826,,,PO,3865.87,0,Miniature knee joint
L5827,,,PO,7007.16,0,Endo knee shin single axis
L5828,,,PO,3457.19,0,Endo knee-shin fluid swg/sta
L5830,,,PO,2549.61,0,Endo knee-shin pneum/swg pha
L5840,,,PO,4294.9,0,Multi-axial knee/shin system
L5841,,,PO,3157.67,0,ADDITION ENDOSKLETL KNEE-SHI
L5845,,,PO,2218.82,0,Knee-shin sys stance flexion
L5848,,,PO,1331.15,0,Knee-shin sys hydraul stance
L5850,,,PO,208.81,0,Endo ak/hip knee extens assi
L5855,,,PO,420.79,0,Mech hip extension assist
L5856,,,PO,29717.2,0,Elec knee-shin swing/stance
L5857,,,PO,10544.8,0,Elec knee-shin swing only
L5858,,,PO,23006.91,0,Stance phase only
L5859,,,PO,17961.29,0,Knee-shin pro flex/ext cont
L5910,,,PO,591.19,0,Endo below knee alignable sy
L5920,,,PO,866.11,0,Endo ak/hip alignable system
L5925,,,PO,548.48,0,Above knee manual lock
L5926,,,PO,823.06,0,Endoskel posit rotat unit
L5930,,,PO,4166.69,0,High activity knee frame
L5940,,,PO,818.79,0,Endo bk ultra-light material
L5950,,,PO,1269.97,0,Endo ak ultra-light material
L5960,,,PO,1573.63,0,Endo hip ultra-light materia
L5961,,,PO,5837.22,0,"Endo poly hip, pneu/hyd/rot"
L5962,,,PO,776.67,0,Below knee flex cover system
L5964,,,PO,1146.54,0,Above knee flex cover system
L5966,,,PO,1460.97,0,Hip flexible cover system
L5968,,,PO,4498.47,0,Multiaxial ankle w dorsiflex
L5970,,,PO,278.64,0,Foot external keel sach foot
L5971,,,PO,278.64,0,"Sach foot, replacement"
L5972,,,PO,524.57,0,Flexible keel foot
L5973,,,PO,21297.95,0,Ank-foot sys dors-plant flex
L5974,,,PO,324.52,0,Foot single axis ankle/foot
L5975,,,PO,573.92,0,Combo ankle/foot prosthesis
L5976,,,PO,743.14,0,Energy storing foot
L5978,,,PO,416.66,0,Ft prosth multiaxial ankl/ft
L5979,,,PO,2793.44,0,Multi-axial ankle/ft prosth
L5980,,,PO,4801.22,0,Flex foot system
L5981,,,PO,3666.67,0,Flex-walk sys low ext prosth
L5982,,,PO,766.26,0,Exoskeletal axial rotation u
L5984,,,PO,823.06,0,Endoskeletal axial rotation
L5985,,,PO,349.54,0,Lwr ext dynamic prosth pylon
L5986,,,PO,818.99,0,Multi-axial rotation unit
L5987,,,PO,8905.25,0,Shank ft w vert load pylon
L5988,,,PO,2472.98,0,Vertical shock reducing pylo
L5990,,,PO,2245.81,0,User adjustable heel height
L5991,,,PO,11755.04,0,Low pros ext osseo connector
L6000,,,PO,1832.4,0,Part hand thumb rem
L6010,,,PO,1843.61,0,Part hand little/ring
L6020,,,PO,1833.83,0,Part hand no fingers
L6026,,,PO,4589.94,0,Part hand myo exclu term dev
L6050,,,PO,2817.16,0,Wrst mld sck flx hng tri pad
L6055,,,PO,3475.2,0,Wrst mold sock w/exp interfa
L6100,,,PO,2890.34,0,Elb mold sock flex hinge pad
L6110,,,PO,3068.14,0,Elbow mold sock suspension t
L6120,,,PO,3459.34,0,Elbow mold doub splt soc ste
L6130,,,PO,3205.49,0,Elbow stump activated lock h
L6200,,,PO,3900.09,0,Elbow mold outsid lock hinge
L6205,,,PO,4458.17,0,Elbow molded w/ expand inter
L6250,,,PO,4044.42,0,Elbow inter loc elbow forarm
L6300,,,PO,4870.31,0,Shlder disart int lock elbow
L6310,,,PO,3910.46,0,Shoulder passive restor comp
L6320,,,PO,2352.61,0,Shoulder passive restor cap
L6350,,,PO,4795.29,0,Thoracic intern lock elbow
L6360,,,PO,3899.44,0,Thoracic passive restor comp
L6370,,,PO,2718.61,0,Thoracic passive restor cap
L6380,,,PO,1607.09,0,Postop dsg cast chg wrst/elb
L6382,,,PO,1906.55,0,Postop dsg cast chg elb dis/
L6384,,,PO,2363.5,0,Postop dsg cast chg shlder/t
L6386,,,PO,547.3,0,Postop ea cast chg & realign
L6388,,,PO,611.64,0,Postop applicat rigid dsg on
L6400,,,PO,3070.68,0,Below elbow prosth tiss shap
L6450,,,PO,3774.46,0,Elb disart prosth tiss shap
L6500,,,PO,3808.49,0,Above elbow prosth tiss shap
L6550,,,PO,4668.36,0,Shldr disar prosth tiss shap
L6570,,,PO,5358.37,0,Scap thorac prosth tiss shap
L6580,,,PO,2011.74,0,Wrist/elbow bowden cable mol
L6582,,,PO,1865.69,0,Wrist/elbow bowden cbl dir f
L6584,,,PO,2725.54,0,Elbow fair lead cable molded
L6586,,,PO,2681.6,0,Elbow fair lead cable dir fo
L6588,,,PO,3691.92,0,Shdr fair lead cable molded
L6590,,,PO,3620.76,0,Shdr fair lead cable direct
L6600,,,PO,306.19,0,Polycentric hinge pair
L6605,,,PO,302.33,0,Single pivot hinge pair
L6610,,,PO,247.59,0,Flexible metal hinge pair
L6611,,,PO,509.68,0,"Additional switch, ext power"
L6615,,,PO,237.69,0,Disconnect locking wrist uni
L6616,,,PO,101.03,0,Disconnect insert locking wr
L6620,,,PO,410.7,0,Flexion/extension wrist unit
L6621,,,PO,2831.48,0,Flex/ext wrist w/wo friction
L6623,,,PO,824.65,0,Spring-ass rot wrst w/ latch
L6624,,,PO,4662.11,0,Flex/ext/rotation wrist unit
L6625,,,PO,868.15,0,Rotation wrst w/ cable lock
L6628,,,PO,631.93,0,Quick disconn hook adapter o
L6629,,,PO,217.28,0,Lamination collar w/ couplin
L6630,,,PO,351.8,0,Stainless steel any wrist
L6632,,,PO,79.54,0,Latex suspension sleeve each
L6635,,,PO,270.85,0,Lift assist for elbow
L6637,,,PO,527.81,0,Nudge control elbow lock
L6638,,,PO,3095.69,0,Elec lock on manual pw elbow
L6640,,,PO,441.57,0,Shoulder abduction joint pai
L6641,,,PO,238.81,0,Excursion amplifier pulley t
L6642,,,PO,284.29,0,Excursion amplifier lever ty
L6645,,,PO,493.1,0,Shoulder flexion-abduction j
L6646,,,PO,3904.35,0,Multipo locking shoulder jnt
L6647,,,PO,642.79,0,Shoulder lock actuator
L6648,,,PO,4026.82,0,Ext pwrd shlder lock/unlock
L6650,,,PO,517.73,0,Shoulder universal joint
L6655,,,PO,113.34,0,Standard control cable extra
L6660,,,PO,126.38,0,Heavy duty control cable
L6665,,,PO,75.17,0,Teflon or equal cable lining
L6670,,,PO,78.28,0,Hook to hand cable adapter
L6672,,,PO,217.81,0,Harness chest/shlder saddle
L6675,,,PO,152.75,0,Harness figure of 8 sing con
L6676,,,PO,160.58,0,Harness figure of 8 dual con
L6677,,,PO,367.25,0,Ue triple control harness
L6680,,,PO,378.71,0,Test sock wrist disart/bel e
L6682,,,PO,370.84,0,Test sock elbw disart/above
L6684,,,PO,426.74,0,Test socket shldr disart/tho
L6686,,,PO,793.42,0,Suction socket
L6687,,,PO,706.16,0,Frame typ socket bel elbow/w
L6688,,,PO,834.62,0,Frame typ sock above elb/dis
L6689,,,PO,873.35,0,Frame typ socket shoulder di
L6690,,,PO,947.61,0,Frame typ sock interscap-tho
L6691,,,PO,422.6,0,Removable insert each
L6692,,,PO,871.1,0,Silicon gel insert w/wo lock
L6693,,,PO,3514.41,0,Lockingelbow forearm cntrbal
L6694,,,PO,896.9,0,Elbow socket ins use w/lock
L6695,,,PO,747.37,0,Elbow socket ins use w/o lck
L6696,,,PO,1628.34,0,Cus elbo skt in for con/atyp
L6697,,,PO,1628.34,0,Cus elbo skt in not con/atyp
L6698,,,PO,703.88,0,Add up-ex prosthes lock mech
L6700,,,PO,29510.19,0,Ue add ext power myoel
L6703,,,PO,404.88,0,"Term dev, passive hand mitt"
L6704,,,PO,949.5,0,"Term dev, sport/rec/work att"
L6706,,,PO,492.59,0,Term dev mech hook vol open
L6707,,,PO,1752.8,0,Term dev mech hook vol close
L6708,,,PO,1178.02,0,Term dev mech hand vol open
L6709,,,PO,1728.38,0,Term dev mech hand vol close
L6711,,,PO,832.27,0,"Ped term dev, hook, vol open"
L6712,,,PO,1532.4,0,"Ped term dev, hook, vol clos"
L6713,,,PO,1933.98,0,"Ped term dev, hand, vol open"
L6714,,,PO,1638.09,0,"Ped term dev, hand, vol clos"
L6715,,,PO,3908.27,0,"Term device, multi art digit"
L6721,,,PO,2911.54,0,"Hook/hand, hvy dty, vol open"
L6722,,,PO,2509.94,0,"Hook/hand, hvy dty, vol clos"
L6805,,,PO,520.97,0,Term dev modifier wrist unit
L6810,,,PO,304.48,0,Term dev precision pinch dev
L6880,,,PO,29576.84,0,Elec hand ind art digits
L6881,,,PO,5060.9,0,Term dev auto grasp feature
L6882,,,PO,3838.95,0,Microprocessor control uplmb
L6883,,,PO,2284.39,0,Replc sockt below e/w disa
L6884,,,PO,3428.45,0,Replc sockt above elbow disa
