HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
E0580,,$8.88,03/01/23,
E0580,NU,$88.77,03/01/23,
E0580,RR,$8.88,03/01/23,
E0585,,$23.82,03/01/23,
E0585,NU,$238.20,03/01/23,
E0585,RR,$23.82,03/01/23,
E0600,,$35.29,03/01/23,
E0600,NU,$352.93,03/01/23,
E0600,RR,$35.29,03/01/23,
E0601,,$49.19,03/01/23,
E0601,NU,$491.90,03/01/23,
E0601,RR,$49.19,03/01/23,
E0602,,$2.29,03/01/23,
E0602,NU,$22.75,03/01/23,
E0602,RR,$2.29,03/01/23,
E0603,,$15.20,03/01/23,
E0603,NU,$152.00,03/01/23,
E0603,RR,$15.20,03/01/23,
E0604,,$50.00,03/01/23,
E0604,NU,$500.00,03/01/23,
E0604,RR,$50.00,03/01/23,
E0605,,$2.37,03/01/23,
E0605,NU,$20.36,03/01/23,
E0605,RR,$2.37,03/01/23,
E0606,,$15.52,03/01/23,
E0606,NU,$155.23,03/01/23,
E0606,RR,$15.52,03/01/23,
E0607,,$5.15,03/01/23,
E0607,NU,$51.50,03/01/23,
E0607,RR,$5.15,03/01/23,
E0610,,$19.33,03/01/23,
E0610,NU,$183.32,03/01/23,
E0610,RR,$19.33,03/01/23,
E0615,,$45.09,03/01/23,
E0615,NU,$369.04,03/01/23,
E0615,RR,$45.09,03/01/23,
E0616,,$341.25,03/01/23,
E0616,NU,$341.25,03/01/23,
E0616,RR,$341.25,03/01/23,
E0617,,$260.19,03/01/23,
E0617,NU,"$2,601.90",03/01/23,
E0617,RR,$260.19,03/01/23,
E0618,,$183.68,03/01/23,
E0618,NU,"$1,836.83",03/01/23,
E0618,RR,$183.68,03/01/23,
E0619,,$178.13,03/01/23,
E0619,NU,"$1,781.30",03/01/23,
E0619,RR,$178.13,03/01/23,
E0620,,$67.38,03/01/23,
E0620,NU,$673.85,03/01/23,
E0620,RR,$67.38,03/01/23,
E0621,,$6.59,03/01/23,
E0621,NU,$67.28,03/01/23,
E0621,RR,$6.59,03/01/23,
E0625,,$54.80,03/01/23,
E0625,NU,$636.01,03/01/23,
E0625,RR,$54.80,03/01/23,
E0627,,$22.24,03/01/23,
E0627,NU,$222.53,03/01/23,
E0627,RR,$22.24,03/01/23,
E0629,,$22.13,03/01/23,
E0629,NU,$221.45,03/01/23,
E0629,RR,$22.13,03/01/23,
E0630,,$60.55,03/01/23,
E0630,NU,$605.49,03/01/23,
E0630,RR,$60.55,03/01/23,
E0635,,$89.64,03/01/23,
E0635,NU,$896.43,03/01/23,
E0635,RR,$89.64,03/01/23,
E0636,,$764.08,03/01/23,
E0636,NU,"$7,640.77",03/01/23,
E0636,RR,$764.08,03/01/23,
E0637,,$166.39,03/01/23,
E0637,NU,"$1,663.77",03/01/23,
E0637,RR,$166.39,03/01/23,
E0638,,$12.97,03/01/23,
E0638,NU,$129.72,03/01/23,
E0638,RR,$12.97,03/01/23,
E0639,,$85.98,03/01/23,
E0639,NU,$859.82,03/01/23,
E0639,RR,$85.98,03/01/23,
E0640,,$85.98,03/01/23,
E0640,NU,$859.82,03/01/23,
E0640,RR,$85.98,03/01/23,
E0641,,$12.97,03/01/23,
E0641,NU,$129.72,03/01/23,
E0641,RR,$12.97,03/01/23,
E0642,,$12.97,03/01/23,
E0642,NU,$129.72,03/01/23,
E0642,RR,$12.97,03/01/23,
E0650,,$62.01,03/01/23,
E0650,NU,$538.73,03/01/23,
E0650,RR,$62.01,03/01/23,
E0651,,$70.78,03/01/23,
E0651,NU,$707.87,03/01/23,
E0651,RR,$70.78,03/01/23,
E0652,,$403.83,03/01/23,
E0652,NU,"$4,086.16",03/01/23,
E0652,RR,$403.83,03/01/23,
E0655,,$8.31,03/01/23,
E0655,NU,$80.58,03/01/23,
E0655,RR,$8.31,03/01/23,
E0656,,$44.54,03/01/23,
E0656,NU,$445.41,03/01/23,
E0656,RR,$44.54,03/01/23,
E0657,,$41.84,03/01/23,
E0657,NU,$418.38,03/01/23,
E0657,RR,$41.84,03/01/23,
E0660,,$12.54,03/01/23,
E0660,NU,$123.13,03/01/23,
E0660,RR,$12.54,03/01/23,
E0665,,$10.65,03/01/23,
E0665,NU,$105.59,03/01/23,
E0665,RR,$10.65,03/01/23,
E0666,,$10.92,03/01/23,
E0666,NU,$106.44,03/01/23,
E0666,RR,$10.92,03/01/23,
E0667,,$28.18,03/01/23,
E0667,NU,$249.55,03/01/23,
E0667,RR,$28.18,03/01/23,
E0668,,$33.61,03/01/23,
E0668,NU,$340.58,03/01/23,
E0668,RR,$33.61,03/01/23,
E0669,,$13.41,03/01/23,
E0669,NU,$134.16,03/01/23,
E0669,RR,$13.41,03/01/23,
E0670,,$103.72,03/01/23,
E0670,NU,$968.89,03/01/23,
E0670,RR,$103.72,03/01/23,
E0671,,$32.04,03/01/23,
E0671,NU,$320.14,03/01/23,
E0671,RR,$32.04,03/01/23,
E0672,,$24.89,03/01/23,
E0672,NU,$248.74,03/01/23,
E0672,RR,$24.89,03/01/23,
E0673,,$20.67,03/01/23,
E0673,NU,$206.69,03/01/23,
E0673,RR,$20.67,03/01/23,
E0675,,$296.39,03/01/23,
E0675,NU,"$2,963.90",03/01/23,
E0675,RR,$296.39,03/01/23,
E0676,,$250.00,03/01/23,
E0676,NU,"$2,500.00",03/01/23,
E0676,RR,$250.00,03/01/23,
E0677,,$461.10,04/01/23,
E0677,NU,$461.10,04/01/23,
E0677,RR,$46.11,04/01/23,
E0678,,$26.51,01/01/24,01/01/24
E0678,NU,$26.51,01/01/24,01/01/24
E0678,RR,$26.51,01/01/24,01/01/24
E0678,,$265.08,01/01/24,
E0678,NU,$265.08,01/01/24,
E0678,RR,$265.08,01/01/24,
E0679,,$14.25,01/01/24,01/01/24
E0679,NU,$14.25,01/01/24,01/01/24
E0679,RR,$14.25,01/01/24,01/01/24
E0679,,$142.50,01/01/24,
E0679,NU,$142.50,01/01/24,
E0679,RR,$142.50,01/01/24,
E0680,,$434.02,01/01/24,01/01/24
E0680,NU,$434.02,01/01/24,01/01/24
E0680,RR,$434.02,01/01/24,01/01/24
E0680,,"$4,340.16",01/01/24,
E0680,NU,"$4,340.16",01/01/24,
E0680,RR,"$4,340.16",01/01/24,
E0681,,$75.19,01/01/24,01/01/24
E0681,NU,$75.19,01/01/24,01/01/24
E0681,RR,$75.19,01/01/24,01/01/24
E0681,,$751.86,01/01/24,
E0681,NU,$751.86,01/01/24,
E0681,RR,$751.86,01/01/24,
E0682,,$36.17,01/01/24,01/01/24
E0682,NU,$36.17,01/01/24,01/01/24
E0682,RR,$36.17,01/01/24,01/01/24
E0682,,$361.74,01/01/24,
E0682,NU,$361.74,01/01/24,
E0682,RR,$361.74,01/01/24,
E0691,,$69.26,03/01/23,
E0691,NU,$692.60,03/01/23,
E0691,RR,$69.26,03/01/23,
E0692,,$86.96,03/01/23,
E0692,NU,$869.72,03/01/23,
E0692,RR,$86.96,03/01/23,
E0693,,$107.21,03/01/23,
E0693,NU,"$1,072.11",03/01/23,
E0693,RR,$107.21,03/01/23,
E0694,,$341.24,03/01/23,
E0694,NU,"$3,412.43",03/01/23,
E0694,RR,$341.24,03/01/23,
E0700,,$29.25,03/01/23,
E0700,NU,$29.25,03/01/23,
E0700,RR,$29.25,03/01/23,
E0705,,$3.67,03/01/23,
E0705,NU,$36.12,03/01/23,
E0705,RR,$3.67,03/01/23,
E0710,,$10.96,03/01/23,
E0710,NU,$109.59,03/01/23,
E0710,RR,$10.96,03/01/23,
E0720,,$15.90,03/01/23,
E0720,NU,$159.01,03/01/23,
E0720,RR,$15.90,03/01/23,
E0730,,$16.24,03/01/23,
E0730,NU,$162.34,03/01/23,
E0730,RR,$16.24,03/01/23,
E0731,,$14.72,03/01/23,
E0731,NU,$147.17,03/01/23,
E0731,RR,$14.72,03/01/23,
E0732,,$28.63,01/01/24,
E0732,NU,$286.30,01/01/24,
E0732,RR,$28.63,01/01/24,
E0733,,$28.63,01/01/24,
E0733,NU,$286.30,01/01/24,
E0733,RR,$28.63,01/01/24,
E0734,,$257.54,01/01/24,
E0734,NU,"$2,575.40",01/01/24,
E0734,RR,$257.54,01/01/24,
E0735,,$28.63,01/01/24,
E0735,NU,$286.30,01/01/24,
E0735,RR,$28.63,01/01/24,
E0740,,$40.30,03/01/23,
E0740,NU,$403.01,03/01/23,
E0740,RR,$40.30,03/01/23,
E0744,,$59.99,03/01/23,
E0744,NU,$599.95,03/01/23,
E0744,RR,$59.99,03/01/23,
E0745,,$689.98,03/01/23,
E0745,NU,$689.98,03/01/23,
E0745,RR,$689.98,03/01/23,
E0747,,$299.93,03/01/23,
E0747,NU,"$3,018.36",03/01/23,
E0747,RR,$299.93,03/01/23,
E0748,,$299.86,03/01/23,
E0748,NU,"$2,998.81",03/01/23,
E0748,RR,$299.86,03/01/23,
E0749,,$219.18,03/01/23,
E0749,NU,"$2,191.77",03/01/23,
E0749,RR,$219.18,03/01/23,
E0760,,$249.20,03/01/23,
E0760,NU,"$2,491.95",03/01/23,
E0760,RR,$249.20,03/01/23,
E0761,,$217.68,03/01/23,
E0761,NU,"$2,176.76",03/01/23,
E0761,RR,$217.68,03/01/23,
E0762,,$72.04,03/01/23,
E0762,NU,$720.41,03/01/23,
E0762,RR,$72.04,03/01/23,
E0764,,$852.98,03/01/23,
E0764,NU,"$8,529.76",03/01/23,
E0764,RR,$852.98,03/01/23,
E0765,,$6.50,03/01/23,
E0765,NU,$64.85,03/01/23,
E0765,RR,$6.50,03/01/23,
E0766,,"$8,861.40",03/01/23,
E0766,NU,"$88,614.04",03/01/23,04/14/24
E0766,RR,"$8,861.40",03/01/23,
E0770,,$403.00,03/01/23,
E0770,NU,"$4,030.00",03/01/23,
E0770,RR,$403.00,03/01/23,
E0776,,$11.00,03/01/23,
E0776,NU,$93.79,03/01/23,
E0776,RR,$11.00,03/01/23,
E0779,,$12.78,03/01/23,
E0779,NU,$127.83,03/01/23,
E0779,RR,$12.78,03/01/23,
E0780,,$0.80,03/01/23,
E0780,NU,$7.99,03/01/23,
E0780,RR,$0.80,03/01/23,
E0781,,$184.36,03/01/23,
E0781,NU,"$1,843.63",03/01/23,
E0781,RR,$184.36,03/01/23,
E0782,,$295.19,03/01/23,
E0782,NU,"$2,952.11",03/01/23,
E0782,RR,$295.19,03/01/23,
E0783,,$626.72,03/01/23,
E0783,NU,"$6,266.96",03/01/23,
E0783,RR,$626.72,03/01/23,
E0784,,$309.27,03/01/23,
E0784,NU,"$3,900.00",03/01/23,
E0784,RR,$309.27,03/01/23,
E0785,,$364.20,03/01/23,
E0785,NU,$364.20,03/01/23,
E0785,RR,$364.20,03/01/23,
E0786,,$593.31,03/01/23,
E0786,NU,"$5,933.03",03/01/23,
E0786,RR,$593.31,03/01/23,
E0787,,$458.87,03/01/23,
E0787,NU,"$4,588.70",03/01/23,
E0787,RR,$458.87,03/01/23,
E0791,,$219.62,03/01/23,
E0791,NU,"$2,196.18",03/01/23,
E0791,RR,$219.62,03/01/23,
E0840,,$11.83,03/01/23,
E0840,NU,$48.00,03/01/23,
E0840,RR,$11.83,03/01/23,
E0849,,$39.72,03/01/23,
E0849,NU,$397.22,03/01/23,
E0849,RR,$39.72,03/01/23,
E0850,,$9.45,03/01/23,
E0850,NU,$80.97,03/01/23,
E0850,RR,$9.45,03/01/23,
E0855,,$38.10,03/01/23,
E0855,NU,$380.96,03/01/23,
E0855,RR,$38.10,03/01/23,
E0856,,$11.86,03/01/23,
E0856,NU,$118.63,03/01/23,
E0856,RR,$11.86,03/01/23,
E0860,,$4.27,03/01/23,
E0860,NU,$25.25,03/01/23,
E0860,RR,$4.27,03/01/23,
E0870,,$10.34,03/01/23,
E0870,NU,$89.66,03/01/23,
E0870,RR,$10.34,03/01/23,
E0880,,$12.91,03/01/23,
E0880,NU,$85.76,03/01/23,
E0880,RR,$12.91,03/01/23,
E0890,,$21.51,03/01/23,
E0890,NU,$92.80,03/01/23,
E0890,RR,$21.51,03/01/23,
E0900,,$18.10,03/01/23,
E0900,NU,$90.90,03/01/23,
E0900,RR,$18.10,03/01/23,
E0910,,$10.66,03/01/23,
E0910,NU,$106.60,03/01/23,
E0910,RR,$10.66,03/01/23,
E0911,,$31.79,03/01/23,
E0911,NU,$317.90,03/01/23,
E0911,RR,$31.79,03/01/23,
E0912,,$67.59,03/01/23,
E0912,NU,$675.93,03/01/23,
E0912,RR,$67.59,03/01/23,
E0920,,$35.58,03/01/23,
E0920,NU,$355.76,03/01/23,
E0920,RR,$35.58,03/01/23,
E0930,,$35.20,03/01/23,
E0930,NU,$352.04,03/01/23,
E0930,RR,$35.20,03/01/23,
E0935,,$17.53,03/01/23,
E0935,NU,$175.33,03/01/23,
E0935,RR,$17.53,03/01/23,
E0936,,$16.17,03/01/23,
E0936,NU,"$4,851.00",03/01/23,
E0936,RR,$16.17,03/01/23,
E0940,,$19.16,03/01/23,
E0940,NU,$191.65,03/01/23,
E0940,RR,$19.16,03/01/23,
E0941,,$33.45,03/01/23,
E0941,NU,$334.53,03/01/23,
E0941,RR,$33.45,03/01/23,
E0942,,$1.81,03/01/23,
E0942,NU,$15.30,03/01/23,
E0942,RR,$1.81,03/01/23,
E0944,,$3.02,03/01/23,
E0944,NU,$30.05,03/01/23,
E0944,RR,$3.02,03/01/23,
E0945,,$2.90,03/01/23,
E0945,NU,$29.04,03/01/23,
E0945,RR,$2.90,03/01/23,
E0946,,$38.76,03/01/23,
E0946,NU,$387.58,03/01/23,
E0946,RR,$38.76,03/01/23,
E0947,,$41.20,03/01/23,
E0947,NU,$397.32,03/01/23,
E0947,RR,$41.20,03/01/23,
E0948,,$38.42,03/01/23,
E0948,NU,$384.29,03/01/23,
E0948,RR,$38.42,03/01/23,
E0950,,$6.92,03/01/23,
E0950,NU,$69.06,03/01/23,
E0950,RR,$6.92,03/01/23,
E0951,,$1.10,03/01/23,
E0951,NU,$10.82,03/01/23,
E0951,RR,$1.10,03/01/23,
E0952,,$1.19,03/01/23,
E0952,NU,$11.91,03/01/23,
E0952,RR,$1.19,03/01/23,
E0953,,$6.55,03/01/23,
E0953,NU,$65.48,03/01/23,
E0953,RR,$6.55,03/01/23,
E0954,,$4.00,03/01/23,
E0954,NU,$39.77,03/01/23,
E0954,RR,$4.00,03/01/23,
E0955,,$13.43,03/01/23,
E0955,NU,$134.32,03/01/23,
E0955,RR,$13.43,03/01/23,
E0956,,$6.55,03/01/23,
E0956,NU,$65.48,03/01/23,
E0956,RR,$6.55,03/01/23,
E0957,,$9.54,03/01/23,
E0957,NU,$95.34,03/01/23,
E0957,RR,$9.54,03/01/23,
E0958,,$30.74,03/01/23,
E0958,NU,$307.44,03/01/23,
E0958,RR,$30.74,03/01/23,
E0959,,$3.34,03/01/23,
E0959,NU,$33.33,03/01/23,
E0959,RR,$3.34,03/01/23,
E0960,,$6.06,03/01/23,
E0960,NU,$60.45,03/01/23,
E0960,RR,$6.06,03/01/23,
E0961,,$2.39,03/01/23,
E0961,NU,$21.73,03/01/23,
E0961,RR,$2.39,03/01/23,
E0966,,$5.43,03/01/23,
E0966,NU,$55.01,03/01/23,
E0966,RR,$5.43,03/01/23,
E0967,,$5.07,03/01/23,
E0967,NU,$50.60,03/01/23,
E0967,RR,$5.07,03/01/23,
E0968,,$13.81,03/01/23,
E0968,NU,$138.10,03/01/23,
E0968,RR,$13.81,03/01/23,
E0969,,$10.99,03/01/23,
E0969,NU,$109.85,03/01/23,
E0969,RR,$10.99,03/01/23,
E0970,,$10.03,03/01/23,
E0970,NU,$104.33,03/01/23,
E0970,RR,$10.03,03/01/23,
E0971,,$3.35,03/01/23,
E0971,NU,$33.44,03/01/23,
E0971,RR,$3.35,03/01/23,
E0973,,$6.18,03/01/23,
E0973,NU,$64.92,03/01/23,
E0973,RR,$6.18,03/01/23,
E0974,,$6.41,03/01/23,
E0974,NU,$60.43,03/01/23,
E0974,RR,$6.41,03/01/23,
E0978,,$2.76,03/01/23,
E0978,NU,$27.53,03/01/23,
E0978,RR,$2.76,03/01/23,
E0980,,$2.38,03/01/23,
E0980,NU,$23.86,03/01/23,
E0980,RR,$2.38,03/01/23,
E0981,,$2.90,03/01/23,
E0981,NU,$28.55,03/01/23,
E0981,RR,$2.90,03/01/23,
E0982,,$3.48,03/01/23,
E0982,NU,$34.85,03/01/23,
E0982,RR,$3.48,03/01/23,
E0983,,$192.64,03/01/23,
E0983,NU,"$1,926.41",03/01/23,
E0983,RR,$192.64,03/01/23,
E0984,,$147.25,03/01/23,
E0984,NU,"$1,472.50",03/01/23,
E0984,RR,$147.25,03/01/23,
E0985,,$15.66,03/01/23,
E0985,NU,$156.56,03/01/23,
E0985,RR,$15.66,03/01/23,
E0986,,$374.93,03/01/23,
E0986,NU,"$3,749.26",03/01/23,
E0986,RR,$374.93,03/01/23,
E0988,,$221.85,03/01/23,
E0988,NU,"$2,218.48",03/01/23,
E0988,RR,$221.85,03/01/23,
E0990,,$7.48,03/01/23,
E0990,NU,$74.57,03/01/23,
E0990,RR,$7.48,03/01/23,
E0992,,$6.05,03/01/23,
E0992,NU,$62.35,03/01/23,
E0992,RR,$6.05,03/01/23,
E0994,,$1.17,03/01/23,
E0994,NU,$11.55,03/01/23,
E0994,RR,$1.17,03/01/23,
E0995,,$1.85,03/01/23,
E0995,NU,$18.41,03/01/23,
E0995,RR,$1.85,03/01/23,
E1002,,$276.95,03/01/23,
E1002,NU,"$2,769.54",03/01/23,
E1002,RR,$276.95,03/01/23,
E1003,,$310.76,03/01/23,
E1003,NU,"$3,107.60",03/01/23,
E1003,RR,$310.76,03/01/23,
E1004,,$343.17,03/01/23,
E1004,NU,"$3,431.67",03/01/23,
E1004,RR,$343.17,03/01/23,
E1005,,$373.28,03/01/23,
E1005,NU,"$3,732.75",03/01/23,
E1005,RR,$373.28,03/01/23,
E1006,,$458.62,03/01/23,
E1006,NU,"$4,586.21",03/01/23,
E1006,RR,$458.62,03/01/23,
E1007,,$596.98,03/01/23,
E1007,NU,"$5,969.75",03/01/23,
E1007,RR,$596.98,03/01/23,
E1008,,$603.80,03/01/23,
E1008,NU,"$6,038.05",03/01/23,
E1008,RR,$603.80,03/01/23,
E1009,,$108.77,03/01/23,
E1009,NU,"$1,087.69",03/01/23,
E1009,RR,$108.77,03/01/23,
E1010,,$80.38,03/01/23,
E1010,NU,$803.75,03/01/23,
E1010,RR,$80.38,03/01/23,
E1011,,$487.50,03/01/23,
E1011,NU,$487.50,03/01/23,
E1011,RR,$487.50,03/01/23,
E1012,,$75.98,03/01/23,
E1012,NU,$759.84,03/01/23,
E1012,RR,$75.98,03/01/23,
E1014,,$28.15,03/01/23,
E1014,NU,$281.55,03/01/23,
E1014,RR,$28.15,03/01/23,
E1015,,$8.84,03/01/23,
E1015,NU,$88.41,03/01/23,
E1015,RR,$8.84,03/01/23,
E1016,,$8.98,03/01/23,
E1016,NU,$89.79,03/01/23,
E1016,RR,$8.98,03/01/23,
E1017,,$7.97,03/01/23,
E1017,NU,$79.68,03/01/23,
E1017,RR,$7.97,03/01/23,
E1018,,$9.75,03/01/23,
E1018,NU,$97.50,03/01/23,
E1018,RR,$9.75,03/01/23,
E1020,,$16.16,03/01/23,
E1020,NU,$161.60,03/01/23,
E1020,RR,$16.16,03/01/23,
E1028,,$13.72,03/01/23,
E1028,NU,$137.15,03/01/23,
E1028,RR,$13.72,03/01/23,
E1029,,$26.32,03/01/23,
E1029,NU,$263.21,03/01/23,
E1029,RR,$26.32,03/01/23,
E1030,,$83.03,03/01/23,
E1030,NU,$830.28,03/01/23,
E1030,RR,$83.03,03/01/23,
E1031,,$34.73,03/01/23,
E1031,NU,$347.26,03/01/23,
E1031,RR,$34.73,03/01/23,
E1035,,$446.70,03/01/23,
E1035,NU,"$4,466.95",03/01/23,
E1035,RR,$446.70,03/01/23,
E1036,,$637.38,03/01/23,
E1036,NU,"$6,373.84",03/01/23,
E1036,RR,$637.38,03/01/23,
E1037,,$80.05,03/01/23,
E1037,NU,$800.54,03/01/23,
E1037,RR,$80.05,03/01/23,
E1038,,$12.18,03/01/23,
E1038,NU,$121.78,03/01/23,
E1038,RR,$12.18,03/01/23,
E1039,,$24.94,03/01/23,
E1039,NU,$249.35,03/01/23,
E1039,RR,$24.94,03/01/23,
E1050,,$77.09,03/01/23,
E1050,NU,$770.93,03/01/23,
E1050,RR,$77.09,03/01/23,
E1060,,$97.16,03/01/23,
E1060,NU,$971.59,03/01/23,
E1060,RR,$97.16,03/01/23,
E1070,,$82.59,03/01/23,
E1070,NU,$825.93,03/01/23,
E1070,RR,$82.59,03/01/23,
E1083,,$51.58,03/01/23,
E1083,NU,$515.84,03/01/23,
E1083,RR,$51.58,03/01/23,
E1084,,$75.61,03/01/23,
E1084,NU,$756.13,03/01/23,
E1084,RR,$75.61,03/01/23,
E1085,,$75.95,03/01/23,
E1085,NU,$736.15,03/01/23,
E1085,RR,$75.95,03/01/23,
E1086,,$68.76,03/01/23,
E1086,NU,"$1,025.46",03/01/23,
E1086,RR,$68.76,03/01/23,
E1087,,$97.52,03/01/23,
E1087,NU,$975.24,03/01/23,
E1087,RR,$97.52,03/01/23,
E1088,,$116.21,03/01/23,
E1088,NU,"$1,162.10",03/01/23,
E1088,RR,$116.21,03/01/23,
E1089,,$66.63,03/01/23,
E1089,NU,"$1,563.41",03/01/23,
E1089,RR,$66.63,03/01/23,
E1090,,$115.40,03/01/23,
E1090,NU,"$1,176.12",03/01/23,
E1090,RR,$115.40,03/01/23,
E1092,,$99.05,03/01/23,
E1092,NU,$990.55,03/01/23,
E1092,RR,$99.05,03/01/23,
E1093,,$85.19,03/01/23,
E1093,NU,$851.89,03/01/23,
E1093,RR,$85.19,03/01/23,
E1100,,$80.00,03/01/23,
E1100,NU,$800.04,03/01/23,
E1100,RR,$80.00,03/01/23,
E1110,,$78.35,03/01/23,
E1110,NU,$783.47,03/01/23,
E1110,RR,$78.35,03/01/23,
E1130,,$40.31,03/01/23,
E1130,NU,$395.20,03/01/23,
E1130,RR,$40.31,03/01/23,
E1140,,$53.75,03/01/23,
E1140,NU,$524.40,03/01/23,
E1140,RR,$53.75,03/01/23,
E1150,,$62.87,03/01/23,
E1150,NU,$628.74,03/01/23,
E1150,RR,$62.87,03/01/23,
E1160,,$48.18,03/01/23,
E1160,NU,$481.82,03/01/23,
E1160,RR,$48.18,03/01/23,
E1161,,$182.37,03/01/23,
E1161,NU,"$1,823.66",03/01/23,
E1161,RR,$182.37,03/01/23,
E1170,,$68.85,03/01/23,
E1170,NU,$688.46,03/01/23,
E1170,RR,$68.85,03/01/23,
E1171,,$61.78,03/01/23,
E1171,NU,$617.78,03/01/23,
E1171,RR,$61.78,03/01/23,
E1172,,$75.52,03/01/23,
E1172,NU,$755.18,03/01/23,
E1172,RR,$75.52,03/01/23,
E1180,,$78.11,03/01/23,
E1180,NU,$781.07,03/01/23,
E1180,RR,$78.11,03/01/23,
E1190,,$90.23,03/01/23,
E1190,NU,$902.35,03/01/23,
E1190,RR,$90.23,03/01/23,
E1195,,$96.82,03/01/23,
E1195,NU,$968.25,03/01/23,
E1195,RR,$96.82,03/01/23,
E1200,,$67.06,03/01/23,
E1200,NU,$670.64,03/01/23,
E1200,RR,$67.06,03/01/23,
E1220,,$591.50,03/01/23,
E1220,NU,"$5,915.00",03/01/23,
E1220,RR,$591.50,03/01/23,
E1221,,$36.62,03/01/23,
E1221,NU,$366.22,03/01/23,
E1221,RR,$36.62,03/01/23,
E1222,,$49.95,03/01/23,
E1222,NU,$499.46,03/01/23,
E1222,RR,$49.95,03/01/23,
E1223,,$57.05,03/01/23,
E1223,NU,$570.47,03/01/23,
E1223,RR,$57.05,03/01/23,
E1224,,$62.55,03/01/23,
E1224,NU,$625.46,03/01/23,
E1224,RR,$62.55,03/01/23,
E1225,,$29.62,03/01/23,
E1225,NU,$296.16,03/01/23,
E1225,RR,$29.62,03/01/23,
E1226,,$36.79,03/01/23,
E1226,NU,$357.48,03/01/23,
E1226,RR,$36.79,03/01/23,
E1227,,$18.19,03/01/23,
E1227,NU,$181.81,03/01/23,
E1227,RR,$18.19,03/01/23,
E1228,,$21.60,03/01/23,
E1228,NU,$216.03,03/01/23,
E1228,RR,$21.60,03/01/23,
E1230,,$171.46,03/01/23,
E1230,NU,"$1,609.37",03/01/23,
E1230,RR,$171.46,03/01/23,
E1231,,$299.03,03/01/23,
E1231,NU,"$2,990.27",03/01/23,
E1231,RR,$299.03,03/01/23,
E1232,,$164.84,03/01/23,
E1232,NU,"$1,648.40",03/01/23,
E1232,RR,$164.84,03/01/23,
E1233,,$170.77,03/01/23,
E1233,NU,"$1,707.74",03/01/23,
E1233,RR,$170.77,03/01/23,
E1234,,$148.68,03/01/23,
E1234,NU,"$1,486.80",03/01/23,
E1234,RR,$148.68,03/01/23,
E1235,,$143.17,03/01/23,
E1235,NU,"$1,431.74",03/01/23,
E1235,RR,$143.17,03/01/23,
E1236,,$126.31,03/01/23,
E1236,NU,"$1,263.09",03/01/23,
E1236,RR,$126.31,03/01/23,
E1237,,$127.40,03/01/23,
E1237,NU,"$1,274.05",03/01/23,
E1237,RR,$127.40,03/01/23,
E1238,,$126.31,03/01/23,
E1238,NU,"$1,263.09",03/01/23,
E1238,RR,$126.31,03/01/23,
E1239,,"$4,206.51",03/01/23,
E1239,NU,"$4,206.51",03/01/23,
E1239,RR,$420.65,03/01/23,
E1240,,$79.41,03/01/23,
E1240,NU,$794.12,03/01/23,
E1240,RR,$79.41,03/01/23,
E1250,,$67.18,03/01/23,
E1250,NU,$592.80,03/01/23,
E1250,RR,$67.18,03/01/23,
E1260,,$81.41,03/01/23,
E1260,NU,$991.16,03/01/23,
E1260,RR,$81.41,03/01/23,
E1270,,$60.85,03/01/23,
E1270,NU,$608.45,03/01/23,
E1270,RR,$60.85,03/01/23,
E1280,,$101.17,03/01/23,
E1280,NU,"$1,011.65",03/01/23,
E1280,RR,$101.17,03/01/23,
E1285,,$167.91,03/01/23,
E1285,NU,"$1,635.57",03/01/23,
E1285,RR,$167.91,03/01/23,
E1290,,$178.57,03/01/23,
E1290,NU,"$1,741.56",03/01/23,
E1290,RR,$178.57,03/01/23,
E1295,,$93.62,03/01/23,
E1295,NU,$936.18,03/01/23,
E1295,RR,$93.62,03/01/23,
E1296,,$32.73,03/01/23,
E1296,NU,$322.11,03/01/23,
E1296,RR,$32.73,03/01/23,
E1297,,$7.62,03/01/23,
E1297,NU,$68.53,03/01/23,
E1297,RR,$7.62,03/01/23,
E1298,,$28.40,03/01/23,
E1298,NU,$277.56,03/01/23,
E1298,RR,$28.40,03/01/23,
E1310,,$130.76,03/01/23,
E1310,NU,"$1,655.14",03/01/23,
E1310,RR,$130.76,03/01/23,
E1353,,$2.19,03/01/23,
E1353,NU,$21.83,03/01/23,
E1353,RR,$2.19,03/01/23,
E1354,,$2.36,03/01/23,
E1354,NU,$23.62,03/01/23,
E1354,RR,$2.36,03/01/23,
E1355,,$1.64,03/01/23,
E1355,NU,$16.45,03/01/23,
E1355,RR,$1.64,03/01/23,
E1356,,$6.20,03/01/23,
E1356,NU,$61.94,03/01/23,
E1356,RR,$6.20,03/01/23,
E1357,,$12.55,03/01/23,
E1357,NU,$125.50,03/01/23,
E1357,RR,$12.55,03/01/23,
E1358,,$2.88,03/01/23,
E1358,NU,$28.75,03/01/23,
E1358,RR,$2.88,03/01/23,
E1372,,$13.61,03/01/23,
E1372,NU,$107.61,03/01/23,
E1372,RR,$13.61,03/01/23,
E1390,,$95.22,03/01/23,
E1390,NU,$952.25,03/01/23,
E1390,RR,$95.22,03/01/23,
E1391,,$95.22,03/01/23,
E1391,NU,$952.25,03/01/23,
E1391,RR,$95.22,03/01/23,
E1392,,$47.62,03/01/23,
E1392,NU,$476.15,03/01/23,
