HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2213,RR,KU,D,IN,4.37,3.71,4.37,0,4.37,0,4.3,0,4.3,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.3,0,4.3,0,4.37,0,4.37,0,4.3,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.3,0,4.37,0,4.3,0,4.3,0,4.37,0,4.37,0,4.37,0,4.3,0,4.37,0,4.37,0,4.37,0,4.3,0,4.37,0,4.37,0,4.37,0,4.3,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.37,0,4.3,0,4.3,0,4.3,0,5.2,0,4.37,0,Pneumatic prop tire insert
E2213,UE,,D,IN,0,0,26.82,31.13,26.82,31.13,26.63,30.85,25.33,30.85,26.9,31.13,28.37,31.13,27.28,31.13,27.28,31.12,26.82,31.12,26.82,31.13,26.96,30.85,26.9,30.85,27.89,31.13,27.89,31.13,26.96,30.85,26.82,31.13,26.82,31.13,28.37,31.13,27.28,31.13,28.37,31.13,27.89,31.13,26.96,31.13,26.96,31.13,26.82,31.13,26.9,30.85,26.82,31.13,26.96,30.85,26.96,30.85,28.37,31.12,27.28,31.12,26.63,31.13,25.33,30.85,27.28,31.12,27.89,31.13,26.63,31.13,25.33,30.85,27.28,31.12,28.37,31.12,26.82,31.13,26.96,30.85,26.82,31.13,26.63,31.12,26.9,31.13,26.82,31.13,28.37,31.13,25.33,31.13,27.89,31.13,26.82,31.13,26.9,30.85,31.81,0,31.81,0,35.35,0,32.08,0,Pneumatic prop tire insert
E2213,UE,KU,D,IN,32.5,27.63,32.5,0,32.5,0,31.91,0,31.91,0,32.5,0,32.5,0,32.5,0,32.49,0,32.49,0,32.5,0,31.91,0,31.91,0,32.5,0,32.5,0,31.91,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,31.91,0,32.5,0,31.91,0,31.91,0,32.49,0,32.49,0,32.5,0,31.91,0,32.49,0,32.5,0,32.5,0,31.91,0,32.49,0,32.49,0,32.5,0,31.91,0,32.5,0,32.49,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,31.91,0,31.91,0,31.91,0,39,0,32.49,0,Pneumatic prop tire insert
E2214,NU,,D,IN,0,0,38.09,43.62,38.09,47.5,38.27,43.62,38.84,47.5,40.71,47.5,42.44,43.62,39.03,47.5,39.03,47.5,38.09,43.62,38.09,43.62,40.64,47.5,40.71,47.5,40.73,43.62,40.73,47.5,40.64,43.62,38.09,43.62,38.09,47.5,42.44,47.5,39.03,44.73,42.44,47.5,40.73,47.5,40.64,47.5,40.64,47.5,38.09,43.62,40.71,47.5,38.09,43.62,40.64,47.5,40.64,43.62,42.44,47.5,39.03,47.5,38.27,47.5,38.84,43.81,39.03,43.62,40.73,43.62,38.27,47.5,38.84,43.62,39.03,47.5,42.44,47.5,38.09,43.62,40.64,47.5,38.09,43.62,38.27,43.62,40.71,43.62,38.09,43.62,42.44,47.5,38.84,47.5,40.73,47.5,38.09,43.62,40.71,47.5,60.83,0,57.51,0,52.41,0,43.62,0,Pneumatic caster tire each
E2214,NU,KU,D,IN,51.3,43.61,43.61,0,51.3,0,43.61,0,51.3,0,51.3,0,43.61,0,51.3,0,51.3,0,43.61,0,43.61,0,51.3,0,51.3,0,43.61,0,51.3,0,43.61,0,43.61,0,51.3,0,51.3,0,45.77,0,51.3,0,51.3,0,51.3,0,51.3,0,43.61,0,51.3,0,43.62,0,51.3,0,43.61,0,51.3,0,51.3,0,51.3,0,43.93,0,43.61,0,43.61,0,51.3,0,43.61,0,51.3,0,51.3,0,43.61,0,51.3,0,43.62,0,43.61,0,43.61,0,43.61,0,51.3,0,51.3,0,51.3,0,43.61,0,51.3,0,70.6,0,63.98,0,53.78,0,43.61,0,Pneumatic caster tire each
E2214,RR,,D,IN,0,0,3.81,5,3.81,5,3.83,5,3.89,5,4.08,5,4.25,4.58,3.9,5,3.9,5,3.81,4.58,3.81,4.58,4.07,5,4.08,4.9,4.07,4.58,4.07,5,4.07,4.58,3.81,4.58,3.81,5,4.25,5,3.9,4.58,4.25,5,4.07,5,4.07,5,4.07,5,3.81,4.58,4.08,5,3.81,4.58,4.07,4.75,4.07,4.58,4.25,5,3.9,5,3.83,5,3.89,5,3.9,4.58,4.07,4.58,3.83,5,3.89,4.58,3.9,4.81,4.25,5,3.81,4.58,4.07,4.75,3.81,4.58,3.83,4.58,4.08,5,3.81,4.58,4.25,5,3.89,4.58,4.07,5,3.81,4.58,4.08,4.75,6.08,0,5.75,0,5.24,0,4.79,0,Pneumatic caster tire each
E2214,RR,KU,D,IN,5.63,4.79,5.63,0,5.63,0,5.63,0,5.63,0,5.63,0,4.79,0,5.63,0,5.63,0,4.79,0,4.79,0,5.63,0,5.45,0,4.79,0,5.63,0,4.79,0,4.79,0,5.63,0,5.63,0,4.79,0,5.63,0,5.63,0,5.63,0,5.63,0,4.79,0,5.63,0,4.79,0,5.12,0,4.79,0,5.63,0,5.63,0,5.63,0,5.63,0,4.79,0,4.79,0,5.63,0,4.79,0,5.26,0,5.63,0,4.79,0,5.12,0,4.79,0,4.79,0,5.63,0,4.79,0,5.63,0,4.79,0,5.63,0,4.79,0,5.12,0,7.05,0,6.41,0,5.38,0,4.79,0,Pneumatic caster tire each
E2214,UE,,D,IN,0,0,28.57,33.81,28.57,35.61,28.71,32.69,29.13,35.61,30.54,35.61,31.83,32.69,29.28,35.61,29.28,35.61,28.57,32.69,28.57,32.69,30.48,35.61,30.54,35.61,30.55,32.69,30.55,35.61,30.48,32.69,28.57,32.69,28.57,35.61,31.83,35.61,29.28,33.56,31.83,35.61,30.55,35.61,30.48,35.61,30.48,35.61,28.57,32.69,30.54,35.61,28.57,32.74,30.48,35.61,30.48,32.69,31.83,35.61,29.28,35.61,28.71,35.61,29.13,32.85,29.28,32.69,30.55,32.69,28.71,35.61,29.13,32.69,29.28,35.61,31.83,35.61,28.57,32.69,30.48,35.61,28.57,32.74,28.71,32.69,30.54,32.69,28.57,32.69,31.83,35.61,29.13,35.61,30.55,35.61,28.57,32.69,30.54,35.61,45.62,0,43.12,0,39.33,0,32.69,0,Pneumatic caster tire each
E2214,UE,KU,D,IN,38.44,32.67,34.84,0,38.44,0,32.67,0,38.44,0,38.44,0,32.67,0,38.44,0,38.44,0,32.67,0,32.67,0,38.44,0,38.44,0,32.67,0,38.44,0,32.67,0,32.67,0,38.44,0,38.44,0,34.36,0,38.44,0,38.44,0,38.44,0,38.44,0,32.67,0,38.44,0,32.72,0,38.44,0,32.67,0,38.44,0,38.44,0,38.44,0,32.94,0,32.67,0,32.67,0,38.44,0,32.67,0,38.44,0,38.44,0,32.67,0,38.44,0,32.72,0,32.67,0,32.67,0,32.67,0,38.44,0,38.44,0,38.44,0,32.67,0,38.44,0,52.99,0,47.95,0,40.38,0,32.67,0,Pneumatic caster tire each
E2215,NU,,D,IN,0,0,12.34,13.67,12.34,13.67,12.12,13.46,11.75,13.46,12.48,13.67,12.95,13.67,12.2,13.67,12.2,13.67,12.34,13.67,12.34,13.67,12.84,13.46,12.48,13.46,12.83,13.67,12.83,13.67,12.84,13.46,12.34,13.67,12.34,13.67,12.95,13.67,12.2,13.67,12.95,13.67,12.83,13.67,12.84,13.67,12.84,13.67,12.34,13.67,12.48,13.46,12.34,13.67,12.84,13.46,12.84,13.46,12.95,13.67,12.2,13.67,12.12,13.67,11.75,13.46,12.2,13.67,12.83,13.67,12.12,13.67,11.75,13.46,12.2,13.67,12.95,13.67,12.34,13.67,12.84,13.46,12.34,13.67,12.12,13.67,12.48,13.67,12.34,13.67,12.95,13.67,11.75,13.46,12.83,13.67,12.34,13.67,12.48,13.46,13.46,0,13.46,0,15.07,0,13.67,0,Pneumatic caster tire tube
E2215,NU,KU,D,IN,13.67,11.62,13.67,0,13.67,0,13.45,0,13.45,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.45,0,13.45,0,13.67,0,13.67,0,13.45,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.45,0,13.67,0,13.45,0,13.45,0,13.67,0,13.67,0,13.67,0,13.45,0,13.67,0,13.67,0,13.67,0,13.45,0,13.67,0,13.67,0,13.67,0,13.45,0,13.67,0,13.67,0,13.67,0,13.67,0,13.67,0,13.45,0,13.67,0,13.67,0,13.45,0,13.45,0,13.45,0,16.43,0,13.67,0,Pneumatic caster tire tube
E2215,RR,,D,IN,0,0,1.23,1.36,1.23,1.36,1.21,1.35,1.18,1.35,1.25,1.36,1.3,1.36,1.22,1.36,1.22,1.36,1.23,1.36,1.23,1.36,1.28,1.35,1.25,1.35,1.28,1.36,1.28,1.36,1.28,1.35,1.23,1.36,1.23,1.36,1.3,1.36,1.22,1.36,1.3,1.36,1.28,1.36,1.28,1.36,1.28,1.36,1.23,1.36,1.25,1.35,1.23,1.36,1.28,1.35,1.28,1.35,1.3,1.36,1.22,1.36,1.21,1.36,1.18,1.35,1.22,1.36,1.28,1.36,1.21,1.36,1.18,1.35,1.22,1.36,1.3,1.36,1.23,1.36,1.28,1.35,1.23,1.36,1.21,1.36,1.25,1.36,1.23,1.36,1.3,1.36,1.18,1.35,1.28,1.36,1.23,1.36,1.25,1.35,1.35,0,1.35,0,1.51,0,1.36,0,Pneumatic caster tire tube
E2215,RR,KU,D,IN,1.36,1.16,1.36,0,1.36,0,1.35,0,1.35,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.35,0,1.35,0,1.36,0,1.36,0,1.35,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.35,0,1.36,0,1.35,0,1.35,0,1.36,0,1.36,0,1.36,0,1.35,0,1.36,0,1.36,0,1.36,0,1.35,0,1.36,0,1.36,0,1.36,0,1.35,0,1.36,0,1.36,0,1.36,0,1.36,0,1.36,0,1.35,0,1.36,0,1.36,0,1.35,0,1.35,0,1.35,0,1.64,0,1.36,0,Pneumatic caster tire tube
E2215,UE,,D,IN,0,0,9.26,10.23,9.26,10.23,9.09,10.09,8.82,10.09,9.36,10.23,9.72,10.23,9.15,10.23,9.15,10.23,9.26,10.23,9.26,10.23,9.63,10.09,9.36,10.09,9.62,10.23,9.62,10.23,9.63,10.09,9.26,10.23,9.26,10.23,9.72,10.23,9.15,10.23,9.72,10.23,9.62,10.23,9.63,10.23,9.63,10.23,9.26,10.23,9.36,10.09,9.26,10.23,9.63,10.09,9.63,10.09,9.72,10.23,9.15,10.23,9.09,10.23,8.82,10.09,9.15,10.23,9.62,10.23,9.09,10.23,8.82,10.09,9.15,10.23,9.72,10.23,9.26,10.23,9.63,10.09,9.26,10.23,9.09,10.23,9.36,10.23,9.26,10.23,9.72,10.23,8.82,10.09,9.62,10.23,9.26,10.23,9.36,10.09,10.09,0,10.09,0,11.28,0,10.23,0,Pneumatic caster tire tube
E2215,UE,KU,D,IN,10.26,8.72,10.26,0,10.26,0,10.08,0,10.08,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.08,0,10.08,0,10.26,0,10.26,0,10.08,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.08,0,10.26,0,10.08,0,10.08,0,10.26,0,10.26,0,10.26,0,10.08,0,10.26,0,10.26,0,10.26,0,10.08,0,10.26,0,10.26,0,10.26,0,10.08,0,10.26,0,10.26,0,10.26,0,10.26,0,10.26,0,10.08,0,10.26,0,10.26,0,10.08,0,10.08,0,10.08,0,12.27,0,10.26,0,Pneumatic caster tire tube
E2216,NU,,D,IN,0,0,55.06,57.28,55.06,64.25,52.51,57.28,55.73,64.25,55.39,58.31,53.35,64.25,52.36,64.25,52.36,64.25,55.06,57.28,55.06,64.25,57.28,57.28,55.39,64.25,59.52,64.25,59.52,61.65,59.95,64.25,55.06,57.28,55.06,64.25,53.35,63.02,52.36,64.25,53.35,63.02,59.52,64.25,59.95,61.66,59.95,64.25,55.06,57.28,55.39,64.25,55.06,64.25,58.31,58.31,59.95,64.25,53.35,63.02,52.36,64.25,52.51,57.28,55.73,57.28,52.36,64.25,59.52,61.66,52.51,57.28,55.73,64.25,52.36,64.25,53.35,57.28,55.06,64.25,58.31,58.31,55.06,57.28,52.51,57.28,55.39,57.28,55.06,64.25,53.35,63.02,55.73,64.25,59.52,64.25,55.06,64.25,55.39,58.31,109.81,0,47.58,0,63.31,0,64.25,0,Foam filled propulsion tire
E2216,NU,KU,D,IN,67.4,57.29,57.29,0,67.4,0,57.29,0,67.4,0,58.34,0,67.4,0,67.4,0,67.4,0,57.29,0,67.4,0,57.29,0,67.4,0,67.4,0,62.18,0,67.4,0,57.29,0,67.4,0,64.92,0,67.4,0,64.92,0,67.4,0,62.28,0,67.4,0,57.29,0,67.4,0,67.4,0,58.34,0,67.4,0,64.92,0,67.4,0,57.29,0,57.29,0,67.4,0,62.28,0,57.29,0,67.4,0,67.4,0,57.29,0,67.4,0,58.34,0,57.29,0,57.29,0,57.29,0,67.4,0,64.92,0,67.4,0,67.4,0,67.4,0,58.34,0,158.51,0,47.61,0,65.56,0,67.4,0,Foam filled propulsion tire
E2216,RR,,D,IN,0,0,5.5,6.86,5.5,6.86,5.25,6.86,5.57,6.86,5.54,6.29,5.33,6.44,5.24,6.86,5.24,6.86,5.5,6.29,5.5,6.86,6,6.29,5.54,6.86,5.96,6.86,5.96,6.29,6,6.86,5.5,6.29,5.5,6.86,5.33,6.29,5.24,6.86,5.33,6.29,5.96,6.86,6,6.29,6,6.86,5.5,6.29,5.54,6.86,5.5,6.86,6,6.29,6,6.86,5.33,6.29,5.24,6.86,5.25,6.29,5.57,6.86,5.24,6.86,5.96,6.29,5.25,6.29,5.57,6.86,5.24,6.7,5.33,6.29,5.5,6.86,6,6.29,5.5,6.29,5.25,6.29,5.54,6.29,5.5,6.78,5.33,6.29,5.57,6.86,5.96,6.86,5.5,6.86,5.54,6.29,10.99,0,4.81,0,7.16,0,6.86,0,Foam filled propulsion tire
E2216,RR,KU,D,IN,7.65,6.5,7.65,0,7.65,0,7.65,0,7.65,0,6.5,0,6.73,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,6.5,0,7.65,0,7.26,0,6.5,0,7.65,0,6.5,0,6.5,0,6.5,0,6.5,0,7.38,0,6.51,0,7.65,0,7.65,0,7.65,0,6.5,0,15.92,0,4.83,0,8.18,0,7.65,0,Foam filled propulsion tire
E2216,UE,,D,IN,0,0,41.3,42.96,41.3,48.19,39.38,42.96,41.8,48.19,41.55,43.74,40.01,48.19,39.28,48.19,39.28,48.19,41.3,42.96,41.3,48.19,42.96,42.96,41.55,48.19,44.64,48.19,44.64,46.25,44.96,48.19,41.3,42.96,41.3,48.19,40.01,47.27,39.28,48.19,40.01,47.27,44.64,48.19,44.96,46.27,44.96,48.19,41.3,42.96,41.55,48.19,41.3,48.19,43.74,43.74,44.96,48.19,40.01,47.27,39.28,48.19,39.38,42.96,41.8,42.96,39.28,48.19,44.64,46.27,39.38,42.96,41.8,48.19,39.28,48.19,40.01,42.96,41.3,48.19,43.74,43.74,41.3,42.96,39.38,42.96,41.55,42.96,41.3,48.19,40.01,47.27,41.8,48.19,44.64,48.19,41.3,48.19,41.55,43.74,82.34,0,35.71,0,47.49,0,48.19,0,Foam filled propulsion tire
E2216,UE,KU,D,IN,50.51,42.93,42.93,0,50.51,0,42.93,0,50.51,0,43.72,0,50.51,0,50.51,0,50.51,0,42.93,0,50.51,0,42.93,0,50.51,0,50.51,0,46.68,0,50.51,0,42.93,0,50.51,0,48.68,0,50.51,0,48.68,0,50.51,0,46.73,0,50.51,0,42.93,0,50.51,0,50.51,0,43.72,0,50.51,0,48.68,0,50.51,0,42.93,0,42.93,0,50.51,0,46.73,0,42.93,0,50.51,0,50.51,0,42.93,0,50.51,0,43.72,0,42.93,0,42.93,0,42.93,0,50.51,0,48.68,0,50.51,0,50.51,0,50.51,0,43.72,0,118.87,0,35.7,0,49.15,0,50.51,0,Foam filled propulsion tire
E2217,NU,,D,IN,0,0,48.73,50.69,48.73,56.86,46.47,50.69,49.32,56.86,49.02,51.6,47.21,56.86,46.34,56.86,46.34,56.86,48.73,50.69,48.73,56.86,50.69,50.69,49.02,56.86,52.67,56.86,52.67,54.56,53.05,56.86,48.73,50.69,48.73,56.86,47.21,55.77,46.34,56.86,47.21,55.77,52.67,56.86,53.05,54.57,53.05,56.86,48.73,50.69,49.02,56.86,48.73,56.86,51.6,51.6,53.05,56.86,47.21,55.77,46.34,56.86,46.47,50.69,49.32,50.69,46.34,56.86,52.67,54.57,46.47,50.69,49.32,56.86,46.34,56.86,47.21,50.69,48.73,56.86,51.6,51.6,48.73,50.69,46.47,50.69,49.02,50.69,48.73,56.86,47.21,55.77,49.32,56.86,52.67,56.86,48.73,56.86,49.02,51.6,97.18,0,42.11,0,56.03,0,56.86,0,Foam filled caster tire each
E2217,NU,KU,D,IN,59.62,50.68,50.68,0,59.62,0,50.68,0,59.62,0,51.6,0,59.62,0,59.62,0,59.62,0,50.68,0,59.62,0,50.68,0,59.62,0,59.62,0,55.03,0,59.62,0,50.68,0,59.62,0,57.44,0,59.62,0,57.44,0,59.62,0,55.07,0,59.62,0,50.68,0,59.62,0,59.62,0,51.6,0,59.62,0,57.44,0,59.62,0,50.68,0,50.68,0,59.62,0,55.07,0,50.68,0,59.62,0,59.62,0,50.68,0,59.62,0,51.6,0,50.68,0,50.68,0,50.68,0,59.62,0,57.44,0,59.62,0,59.62,0,59.62,0,51.6,0,140.28,0,42.12,0,57.97,0,59.62,0,Foam filled caster tire each
E2217,RR,,D,IN,0,0,4.87,6.07,4.87,6.07,4.65,6.07,4.93,6.07,4.9,5.57,4.72,5.7,4.64,6.07,4.64,6.07,4.87,5.57,4.87,6.07,5.31,5.57,4.9,6.07,5.27,6.07,5.27,5.57,5.31,6.07,4.87,5.57,4.87,6.07,4.72,5.57,4.64,6.07,4.72,5.57,5.27,6.07,5.31,5.57,5.31,6.07,4.87,5.57,4.9,6.07,4.87,6.07,5.31,5.57,5.31,6.07,4.72,5.57,4.64,6.07,4.65,5.57,4.93,6.07,4.64,6.07,5.27,5.57,4.65,5.57,4.93,6.07,4.64,5.93,4.72,5.57,4.87,6.07,5.31,5.57,4.87,5.57,4.65,5.57,4.9,5.57,4.87,6,4.72,5.57,4.93,6.07,5.27,6.07,4.87,6.07,4.9,5.57,9.73,0,4.26,0,6.34,0,6.07,0,Foam filled caster tire each
E2217,RR,KU,D,IN,6.73,5.72,6.73,0,6.73,0,6.73,0,6.73,0,5.72,0,6,0,6.73,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,5.72,0,6.73,0,6.73,0,5.72,0,5.72,0,6.73,0,6.47,0,5.72,0,6.73,0,5.72,0,5.72,0,5.72,0,5.72,0,6.59,0,5.72,0,6.73,0,6.73,0,6.73,0,5.72,0,14.06,0,4.27,0,7.26,0,6.73,0,Foam filled caster tire each
E2217,UE,,D,IN,0,0,36.55,38.02,36.55,42.65,34.85,38.02,36.99,42.65,36.77,38.71,35.41,42.65,34.76,42.65,34.76,42.65,36.55,38.02,36.55,42.65,38.02,38.02,36.77,42.65,39.5,42.65,39.5,40.93,39.79,42.65,36.55,38.02,36.55,42.65,35.41,41.83,34.76,42.65,35.41,41.83,39.5,42.65,39.79,40.95,39.79,42.65,36.55,38.02,36.77,42.65,36.55,42.65,38.71,38.71,39.79,42.65,35.41,41.83,34.76,42.65,34.85,38.02,36.99,38.02,34.76,42.65,39.5,40.95,34.85,38.02,36.99,42.65,34.76,42.65,35.41,38.02,36.55,42.65,38.71,38.71,36.55,38.02,34.85,38.02,36.77,38.02,36.55,42.65,35.41,41.83,36.99,42.65,39.5,42.65,36.55,42.65,36.77,38.71,72.87,0,31.6,0,42.03,0,42.65,0,Foam filled caster tire each
E2217,UE,KU,D,IN,44.72,38.01,38.01,0,44.72,0,38.01,0,44.72,0,38.7,0,44.72,0,44.72,0,44.72,0,38.01,0,44.72,0,38.01,0,44.72,0,44.72,0,41.29,0,44.72,0,38.01,0,44.72,0,43.11,0,44.72,0,43.11,0,44.72,0,41.33,0,44.72,0,38.01,0,44.72,0,44.72,0,38.7,0,44.72,0,43.11,0,44.72,0,38.01,0,38.01,0,44.72,0,41.33,0,38.01,0,44.72,0,44.72,0,38.01,0,44.72,0,38.7,0,38.01,0,38.01,0,38.01,0,44.72,0,43.11,0,44.72,0,44.72,0,44.72,0,38.7,0,105.15,0,31.6,0,43.49,0,44.72,0,Foam filled caster tire each
E2218,NU,,D,IN,0,0,55.06,57.28,55.06,64.25,52.51,57.28,55.73,64.25,55.39,58.31,53.35,64.25,52.36,64.25,52.36,64.25,55.06,57.28,55.06,64.25,57.28,57.28,55.39,64.25,59.52,64.25,59.52,61.65,59.95,64.25,55.06,57.28,55.06,64.25,53.35,63.02,52.36,64.25,53.35,63.02,59.52,64.25,59.95,61.66,59.95,64.25,55.06,57.28,55.39,64.25,55.06,64.25,58.31,58.31,59.95,64.25,53.35,63.02,52.36,64.25,52.51,57.28,55.73,57.28,52.36,64.25,59.52,61.66,52.51,57.28,55.73,64.25,52.36,64.25,53.35,57.28,55.06,64.25,58.31,58.31,55.06,57.28,52.51,57.28,55.39,57.28,55.06,64.25,53.35,63.02,55.73,64.25,59.52,64.25,55.06,64.25,55.39,58.31,109.81,0,47.58,0,63.31,0,64.25,0,Foam propulsion tire each
E2218,NU,KU,D,IN,67.4,57.29,57.29,0,67.4,0,57.29,0,67.4,0,58.34,0,67.4,0,67.4,0,67.4,0,57.29,0,67.4,0,57.29,0,67.4,0,67.4,0,62.18,0,67.4,0,57.29,0,67.4,0,64.92,0,67.4,0,64.92,0,67.4,0,62.28,0,67.4,0,57.29,0,67.4,0,67.4,0,58.34,0,67.4,0,64.92,0,67.4,0,57.29,0,57.29,0,67.4,0,62.28,0,57.29,0,67.4,0,67.4,0,57.29,0,67.4,0,58.34,0,57.29,0,57.29,0,57.29,0,67.4,0,64.92,0,67.4,0,67.4,0,67.4,0,58.34,0,158.51,0,47.61,0,65.56,0,67.4,0,Foam propulsion tire each
E2218,RR,,D,IN,0,0,5.5,6.86,5.5,6.86,5.25,6.86,5.57,6.86,5.54,6.29,5.33,6.44,5.24,6.86,5.24,6.86,5.5,6.29,5.5,6.86,6,6.29,5.54,6.86,5.96,6.86,5.96,6.29,6,6.86,5.5,6.29,5.5,6.86,5.33,6.29,5.24,6.86,5.33,6.29,5.96,6.86,6,6.29,6,6.86,5.5,6.29,5.54,6.86,5.5,6.86,6,6.29,6,6.86,5.33,6.29,5.24,6.86,5.25,6.29,5.57,6.86,5.24,6.86,5.96,6.29,5.25,6.29,5.57,6.86,5.24,6.7,5.33,6.29,5.5,6.86,6,6.29,5.5,6.29,5.25,6.29,5.54,6.29,5.5,6.78,5.33,6.29,5.57,6.86,5.96,6.86,5.5,6.86,5.54,6.29,10.99,0,4.81,0,7.16,0,6.86,0,Foam propulsion tire each
E2218,RR,KU,D,IN,7.65,6.5,7.65,0,7.65,0,7.65,0,7.65,0,6.5,0,6.73,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,6.5,0,7.65,0,7.65,0,6.5,0,6.5,0,7.65,0,7.26,0,6.5,0,7.65,0,6.5,0,6.5,0,6.5,0,6.5,0,7.38,0,6.51,0,7.65,0,7.65,0,7.65,0,6.5,0,15.92,0,4.83,0,8.18,0,7.65,0,Foam propulsion tire each
E2218,UE,,D,IN,0,0,41.3,42.96,41.3,48.19,39.38,42.96,41.8,48.19,41.55,43.74,40.01,48.19,39.28,48.19,39.28,48.19,41.3,42.96,41.3,48.19,42.96,42.96,41.55,48.19,44.64,48.19,44.64,46.25,44.96,48.19,41.3,42.96,41.3,48.19,40.01,47.27,39.28,48.19,40.01,47.27,44.64,48.19,44.96,46.27,44.96,48.19,41.3,42.96,41.55,48.19,41.3,48.19,43.74,43.74,44.96,48.19,40.01,47.27,39.28,48.19,39.38,42.96,41.8,42.96,39.28,48.19,44.64,46.27,39.38,42.96,41.8,48.19,39.28,48.19,40.01,42.96,41.3,48.19,43.74,43.74,41.3,42.96,39.38,42.96,41.55,42.96,41.3,48.19,40.01,47.27,41.8,48.19,44.64,48.19,41.3,48.19,41.55,43.74,82.34,0,35.71,0,47.49,0,48.19,0,Foam propulsion tire each
E2218,UE,KU,D,IN,50.51,42.93,42.93,0,50.51,0,42.93,0,50.51,0,43.72,0,50.51,0,50.51,0,50.51,0,42.93,0,50.51,0,42.93,0,50.51,0,50.51,0,46.68,0,50.51,0,42.93,0,50.51,0,48.68,0,50.51,0,48.68,0,50.51,0,46.73,0,50.51,0,42.93,0,50.51,0,50.51,0,43.72,0,50.51,0,48.68,0,50.51,0,42.93,0,42.93,0,50.51,0,46.73,0,42.93,0,50.51,0,50.51,0,42.93,0,50.51,0,43.72,0,42.93,0,42.93,0,42.93,0,50.51,0,48.68,0,50.51,0,50.51,0,50.51,0,43.72,0,118.87,0,35.7,0,49.15,0,50.51,0,Foam propulsion tire each
