HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E2621,NU,,D,IN,0,0,543.69,637.87,543.69,637.87,530.98,637.87,508.78,637.87,525.64,637.87,523.2,637.87,507.37,637.87,507.37,637.87,543.69,637.87,543.69,637.87,532.67,637.87,525.64,637.87,554.57,637.87,554.57,637.87,532.67,637.87,543.69,637.87,543.69,637.87,523.2,637.87,507.37,637.87,523.2,637.87,554.57,637.87,532.67,637.87,532.67,637.87,543.69,637.87,525.64,637.87,543.69,637.87,532.67,637.87,532.67,637.87,523.2,637.87,507.37,637.87,530.98,637.87,508.78,637.87,507.37,637.87,554.57,637.87,530.98,637.87,508.78,637.87,507.37,637.87,523.2,637.87,543.69,637.87,532.67,637.87,543.69,637.87,530.98,637.87,525.64,637.87,543.69,637.87,523.2,637.87,508.78,637.87,554.57,637.87,543.69,637.87,525.64,637.87,688.35,0,688.35,0,757.58,0,688.35,0,Wc planar back cush wd>=22in
E2621,NU,KE,D,IN,0,0,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,0,688.06,738.53,0,738.53,0,817.8,0,738.53,0,Wc planar back cush wd>=22in
E2621,NU,KU,D,IN,692.15,588.33,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,692.15,0,830.63,0,692.15,0,Wc planar back cush wd>=22in
E2621,RR,,D,IN,0,0,54.37,63.79,54.37,63.79,53.1,63.79,50.88,63.79,52.57,63.79,52.32,63.79,50.74,63.79,50.74,63.79,54.37,63.79,54.37,63.79,53.27,63.79,52.57,63.79,55.46,63.79,55.46,63.79,53.27,63.79,54.37,63.79,54.37,63.79,52.32,63.79,50.74,63.79,52.32,63.79,55.46,63.79,53.27,63.79,53.27,63.79,54.37,63.79,52.57,63.79,54.37,63.79,53.27,63.79,53.27,63.79,52.32,63.79,50.74,63.79,53.1,63.79,50.88,63.79,50.74,63.79,55.46,63.79,53.1,63.79,50.88,63.79,50.74,63.79,52.32,63.79,54.37,63.79,53.27,63.79,54.37,63.79,53.1,63.79,52.57,63.79,54.37,63.79,52.32,63.79,50.88,63.79,55.46,63.79,54.37,63.79,52.57,63.79,68.84,0,68.84,0,75.76,0,68.84,0,Wc planar back cush wd>=22in
E2621,RR,KE,D,IN,0,0,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,0,68.81,73.86,0,73.86,0,81.78,0,73.86,0,Wc planar back cush wd>=22in
E2621,RR,KU,D,IN,69.21,58.83,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,69.21,0,83.09,0,69.21,0,Wc planar back cush wd>=22in
E2621,UE,,D,IN,0,0,407.77,478.4,407.77,478.4,398.23,478.4,381.59,478.4,394.23,478.4,392.4,478.4,380.53,478.4,380.53,478.4,407.77,478.4,407.77,478.4,399.5,478.4,394.23,478.4,415.93,478.4,415.93,478.4,399.5,478.4,407.77,478.4,407.77,478.4,392.4,478.4,380.53,478.4,392.4,478.4,415.93,478.4,399.5,478.4,399.5,478.4,407.77,478.4,394.23,478.4,407.77,478.4,399.5,478.4,399.5,478.4,392.4,478.4,380.53,478.4,398.23,478.4,381.59,478.4,380.53,478.4,415.93,478.4,398.23,478.4,381.59,478.4,380.53,478.4,392.4,478.4,407.77,478.4,399.5,478.4,407.77,478.4,398.23,478.4,394.23,478.4,407.77,478.4,392.4,478.4,381.59,478.4,415.93,478.4,407.77,478.4,394.23,478.4,516.26,0,516.26,0,568.18,0,516.26,0,Wc planar back cush wd>=22in
E2621,UE,KE,D,IN,0,0,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,0,516.04,553.9,0,553.9,0,613.35,0,553.9,0,Wc planar back cush wd>=22in
E2621,UE,KU,D,IN,519.13,441.26,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,519.13,0,622.97,0,519.13,0,Wc planar back cush wd>=22in
E2622,NU,,D,IN,0,0,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,378.53,388.84,390.01,0,390.01,0,430.18,0,390.01,0,Adj skin pro w/c cus wd<22in
E2622,NU,KE,D,IN,0,0,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,0,417.78,419.12,0,419.12,0,465.11,0,419.12,0,Adj skin pro w/c cus wd<22in
E2622,NU,KU,D,IN,399.17,339.29,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,399.17,0,479.02,0,399.17,0,Adj skin pro w/c cus wd<22in
E2622,RR,,D,IN,0,0,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,37.85,38.89,39.01,0,39.01,0,42.99,0,39.01,0,Adj skin pro w/c cus wd<22in
E2622,RR,KE,D,IN,0,0,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,0,41.79,41.92,0,41.92,0,46.48,0,41.92,0,Adj skin pro w/c cus wd<22in
E2622,RR,KU,D,IN,39.94,33.95,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,39.94,0,47.85,0,39.94,0,Adj skin pro w/c cus wd<22in
E2622,UE,,D,IN,0,0,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,283.9,291.63,292.51,0,292.51,0,322.64,0,292.51,0,Adj skin pro w/c cus wd<22in
E2622,UE,KE,D,IN,0,0,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,0,313.34,314.34,0,314.34,0,348.84,0,314.34,0,Adj skin pro w/c cus wd<22in
E2622,UE,KU,D,IN,299.38,254.47,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,299.38,0,359.29,0,299.38,0,Adj skin pro w/c cus wd<22in
E2623,NU,,D,IN,0,0,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,478.68,493.3,494.79,0,494.79,0,545.88,0,494.79,0,Adj skin pro wc cus wd>=22in
E2623,NU,KE,D,IN,0,0,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,0,530.12,531.83,0,531.83,0,590.32,0,531.83,0,Adj skin pro wc cus wd>=22in
E2623,NU,KU,D,IN,507.91,431.72,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,507.91,0,609.5,0,507.91,0,Adj skin pro wc cus wd>=22in
E2623,RR,,D,IN,0,0,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,47.87,49.34,49.49,0,49.49,0,54.58,0,49.49,0,Adj skin pro wc cus wd>=22in
E2623,RR,KE,D,IN,0,0,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,0,53.02,53.19,0,53.19,0,59.03,0,53.19,0,Adj skin pro wc cus wd>=22in
E2623,RR,KU,D,IN,50.81,43.19,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,50.81,0,60.94,0,50.81,0,Adj skin pro wc cus wd>=22in
E2623,UE,,D,IN,0,0,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,359.01,369.96,371.08,0,371.08,0,409.41,0,371.08,0,Adj skin pro wc cus wd>=22in
E2623,UE,KE,D,IN,0,0,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,0,397.58,398.86,0,398.86,0,442.75,0,398.86,0,Adj skin pro wc cus wd>=22in
E2623,UE,KU,D,IN,380.94,323.8,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,380.94,0,457.14,0,380.94,0,Adj skin pro wc cus wd>=22in
E2624,NU,,D,IN,0,0,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,384.65,393.55,394.73,0,394.73,0,435.21,0,394.73,0,Adj skin pro/pos cus<22in
E2624,NU,KE,D,IN,0,0,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,0,422.72,424.07,0,424.07,0,470.43,0,424.07,0,Adj skin pro/pos cus<22in
E2624,NU,KU,D,IN,402.45,342.08,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,402.45,0,482.94,0,402.45,0,Adj skin pro/pos cus<22in
E2624,RR,,D,IN,0,0,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,38.47,39.36,39.48,0,39.48,0,43.51,0,39.48,0,Adj skin pro/pos cus<22in
E2624,RR,KE,D,IN,0,0,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,0,42.28,42.41,0,42.41,0,47.03,0,42.41,0,Adj skin pro/pos cus<22in
E2624,RR,KU,D,IN,40.26,34.22,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,40.26,0,48.27,0,40.26,0,Adj skin pro/pos cus<22in
E2624,UE,,D,IN,0,0,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,288.49,295.17,296.06,0,296.06,0,326.41,0,296.06,0,Adj skin pro/pos cus<22in
